ANIO,MES,K_GRUPO,GRUPO,MARKET_SHARE
2010,6,G006,AMÉRICA MÓVIL,88.71%
2010,6,G005,IUSACELL-UNEFÓN,5.01%
2010,6,G003,TELEFÓNICA,6.28%
2010,9,G006,AMÉRICA MÓVIL,86.55%
2010,9,G005,IUSACELL-UNEFÓN,6.98%
2010,9,G003,TELEFÓNICA,6.47%
2010,12,G006,AMÉRICA MÓVIL,85.83%
2010,12,G005,IUSACELL-UNEFÓN,8.40%
2010,12,G003,TELEFÓNICA,5.77%
2011,3,G006,AMÉRICA MÓVIL,82.45%
2011,3,G005,IUSACELL-UNEFÓN,9.50%
2011,3,G003,TELEFÓNICA,8.05%
2011,6,G006,AMÉRICA MÓVIL,81.08%
2011,6,G005,IUSACELL-UNEFÓN,11.04%
2011,6,G003,TELEFÓNICA,7.87%
2011,9,G006,AMÉRICA MÓVIL,81.66%
2011,9,G005,IUSACELL-UNEFÓN,11.43%
2011,9,G003,TELEFÓNICA,6.91%
2011,12,G006,AMÉRICA MÓVIL,81.96%
2011,12,G005,IUSACELL-UNEFÓN,11.55%
2011,12,G003,TELEFÓNICA,6.49%
2012,3,G006,AMÉRICA MÓVIL,80.77%
2012,3,G005,IUSACELL-UNEFÓN,11.24%
2012,3,C400,NEXTEL,0.01%
2012,3,G003,TELEFÓNICA,7.98%
2012,6,G006,AMÉRICA MÓVIL,80.64%
2012,6,G005,IUSACELL-UNEFÓN,10.12%
2012,6,C400,NEXTEL,0.02%
2012,6,G003,TELEFÓNICA,9.22%
2012,9,G006,AMÉRICA MÓVIL,82.45%
2012,9,G005,IUSACELL-UNEFÓN,8.44%
2012,9,C400,NEXTEL,0.05%
2012,9,G003,TELEFÓNICA,9.06%
2012,12,G006,AMÉRICA MÓVIL,83.81%
2012,12,G005,IUSACELL-UNEFÓN,7.17%
2012,12,C400,NEXTEL,0.24%
2012,12,G003,TELEFÓNICA,8.78%
2013,3,G006,AMÉRICA MÓVIL,83.28%
2013,3,G005,IUSACELL-UNEFÓN,6.99%
2013,3,C400,NEXTEL,0.75%
2013,3,G003,TELEFÓNICA,8.98%
2013,6,G006,AMÉRICA MÓVIL,82.02%
2013,6,G005,IUSACELL-UNEFÓN,6.67%
2013,6,C400,NEXTEL,2.23%
2013,6,G003,TELEFÓNICA,9.07%
2013,7,G006,AMÉRICA MÓVIL,81.79%
2013,7,G005,IUSACELL-UNEFÓN,6.47%
2013,7,C400,NEXTEL,2.53%
2013,7,G003,TELEFÓNICA,9.21%
2013,8,G006,AMÉRICA MÓVIL,81.57%
2013,8,G005,IUSACELL-UNEFÓN,6.28%
2013,8,C400,NEXTEL,2.81%
2013,8,G003,TELEFÓNICA,9.34%
2013,9,G006,AMÉRICA MÓVIL,81.37%
2013,9,G005,IUSACELL-UNEFÓN,6.11%
2013,9,C400,NEXTEL,3.07%
2013,9,G003,TELEFÓNICA,9.45%
2013,10,G006,AMÉRICA MÓVIL,81.44%
2013,10,G005,IUSACELL-UNEFÓN,6.00%
2013,10,C400,NEXTEL,3.22%
2013,10,G003,TELEFÓNICA,9.34%
2013,11,G006,AMÉRICA MÓVIL,81.52%
2013,11,G005,IUSACELL-UNEFÓN,5.89%
2013,11,C400,NEXTEL,3.36%
2013,11,G003,TELEFÓNICA,9.23%
2013,12,G006,AMÉRICA MÓVIL,81.59%
2013,12,G005,IUSACELL-UNEFÓN,5.79%
2013,12,C400,NEXTEL,3.49%
2013,12,G003,TELEFÓNICA,9.13%
2014,1,G006,AMÉRICA MÓVIL,80.83%
2014,1,G005,IUSACELL-UNEFÓN,6.61%
2014,1,C400,NEXTEL,3.70%
2014,1,G003,TELEFÓNICA,8.85%
2014,2,G006,AMÉRICA MÓVIL,80.09%
2014,2,G005,IUSACELL-UNEFÓN,7.41%
2014,2,C400,NEXTEL,3.91%
2014,2,G003,TELEFÓNICA,8.59%
2014,3,G006,AMÉRICA MÓVIL,79.45%
2014,3,G005,IUSACELL-UNEFÓN,8.10%
2014,3,C400,NEXTEL,4.09%
2014,3,G003,TELEFÓNICA,8.36%
2014,4,G006,AMÉRICA MÓVIL,77.24%
2014,4,G005,IUSACELL-UNEFÓN,8.17%
2014,4,C400,NEXTEL,4.15%
2014,4,G003,TELEFÓNICA,10.44%
2014,5,G006,AMÉRICA MÓVIL,75.25%
2014,5,G005,IUSACELL-UNEFÓN,8.23%
2014,5,C400,NEXTEL,4.20%
2014,5,G003,TELEFÓNICA,12.32%
2014,6,G006,AMÉRICA MÓVIL,73.34%
2014,6,G005,IUSACELL-UNEFÓN,8.29%
2014,6,C400,NEXTEL,4.26%
2014,6,G003,TELEFÓNICA,14.11%
2014,6,C629,VIRGIN MOBILE,0.01%
2014,7,G006,AMÉRICA MÓVIL,72.89%
2014,7,G005,IUSACELL-UNEFÓN,7.98%
2014,7,C400,NEXTEL,4.35%
2014,7,G003,TELEFÓNICA,14.74%
2014,7,C629,VIRGIN MOBILE,0.04%
2014,8,G006,AMÉRICA MÓVIL,72.44%
2014,8,G005,IUSACELL-UNEFÓN,7.66%
2014,8,C400,NEXTEL,4.46%
2014,8,G003,TELEFÓNICA,15.38%
2014,8,C629,VIRGIN MOBILE,0.06%
2014,9,G006,AMÉRICA MÓVIL,72.39%
2014,9,C106,CIERTO,0.00%
2014,9,G005,IUSACELL-UNEFÓN,7.26%
2014,9,C400,NEXTEL,4.50%
2014,9,G003,TELEFÓNICA,15.81%
2014,9,C629,VIRGIN MOBILE,0.04%
2014,10,G006,AMÉRICA MÓVIL,72.98%
2014,10,C106,CIERTO,0.00%
2014,10,G005,IUSACELL-UNEFÓN,6.86%
2014,10,C400,NEXTEL,4.35%
2014,10,G003,TELEFÓNICA,15.76%
2014,10,C629,VIRGIN MOBILE,0.05%
2014,11,G006,AMÉRICA MÓVIL,73.52%
2014,11,C106,CIERTO,0.00%
2014,11,G005,IUSACELL-UNEFÓN,6.49%
2014,11,C400,NEXTEL,4.22%
2014,11,G003,TELEFÓNICA,15.70%
2014,11,C629,VIRGIN MOBILE,0.07%
2014,12,G006,AMÉRICA MÓVIL,74.58%
2014,12,C106,CIERTO,0.00%
2014,12,G005,IUSACELL-UNEFÓN,6.04%
2014,12,C400,NEXTEL,4.01%
2014,12,G003,TELEFÓNICA,15.30%
2014,12,C629,VIRGIN MOBILE,0.07%
2015,1,G006,AMÉRICA MÓVIL,73.02%
2015,1,C106,CIERTO,0.00%
2015,1,G005,IUSACELL-UNEFÓN,6.31%
2015,1,C400,NEXTEL,4.11%
2015,1,G003,TELEFÓNICA,16.46%
2015,1,C629,VIRGIN MOBILE,0.09%
2015,2,G006,AMÉRICA MÓVIL,72.35%
2015,2,C106,CIERTO,0.00%
2015,2,G005,IUSACELL-UNEFÓN,6.32%
2015,2,C400,NEXTEL,4.17%
2015,2,C323,QBO CEL,0.09%
2015,2,G003,TELEFÓNICA,16.95%
2015,2,C629,VIRGIN MOBILE,0.12%
2015,3,G006,AMÉRICA MÓVIL,72.54%
2015,3,C106,CIERTO,0.00%
2015,3,G005,IUSACELL-UNEFÓN,6.15%
2015,3,C400,NEXTEL,4.14%
2015,3,C323,QBO CEL,0.10%
2015,3,G003,TELEFÓNICA,16.89%
2015,3,C629,VIRGIN MOBILE,0.18%
2015,4,G006,AMÉRICA MÓVIL,72.36%
2015,4,C106,CIERTO,0.01%
2015,4,G005,IUSACELL-UNEFÓN,6.04%
2015,4,C376,MAZ TIEMPO,0.03%
2015,4,C400,NEXTEL,4.15%
2015,4,C323,QBO CEL,0.11%
2015,4,G003,TELEFÓNICA,17.05%
2015,4,C629,VIRGIN MOBILE,0.25%
2015,5,G006,AMÉRICA MÓVIL,72.54%
2015,5,C106,CIERTO,0.01%
2015,5,G005,IUSACELL-UNEFÓN,5.86%
2015,5,C376,MAZ TIEMPO,0.03%
2015,5,C400,NEXTEL,4.12%
2015,5,C323,QBO CEL,0.15%
2015,5,G003,TELEFÓNICA,16.97%
2015,5,C629,VIRGIN MOBILE,0.32%
2015,6,G006,AMÉRICA MÓVIL,72.35%
2015,6,C106,CIERTO,0.01%
2015,6,G005,IUSACELL-UNEFÓN,5.77%
2015,6,C376,MAZ TIEMPO,0.04%
2015,6,C400,NEXTEL,4.15%
2015,6,C323,QBO CEL,0.16%
2015,6,G003,TELEFÓNICA,17.14%
2015,6,C629,VIRGIN MOBILE,0.38%
2015,7,G006,AMÉRICA MÓVIL,72.10%
2015,7,C106,CIERTO,0.01%
2015,7,G005,IUSACELL-UNEFÓN,5.82%
2015,7,C376,MAZ TIEMPO,0.04%
2015,7,C400,NEXTEL,4.14%
2015,7,C323,QBO CEL,0.17%
2015,7,G003,TELEFÓNICA,17.27%
2015,7,C629,VIRGIN MOBILE,0.46%
2015,8,G006,AMÉRICA MÓVIL,71.85%
2015,8,C106,CIERTO,0.01%
2015,8,G005,IUSACELL-UNEFÓN,5.87%
2015,8,C376,MAZ TIEMPO,0.04%
2015,8,C400,NEXTEL,4.13%
2015,8,C323,QBO CEL,0.16%
2015,8,G003,TELEFÓNICA,17.42%
2015,8,C629,VIRGIN MOBILE,0.52%
2015,9,G006,AMÉRICA MÓVIL,71.28%
2015,9,C106,CIERTO,0.01%
2015,9,G005,IUSACELL-UNEFÓN,5.99%
2015,9,C376,MAZ TIEMPO,0.05%
2015,9,C400,NEXTEL,4.13%
2015,9,C323,QBO CEL,0.16%
2015,9,G003,TELEFÓNICA,17.79%
2015,9,C629,VIRGIN MOBILE,0.58%
2015,10,G006,AMÉRICA MÓVIL,71.00%
2015,10,G007,AT&T,9.40%
2015,10,C106,CIERTO,0.01%
2015,10,C376,MAZ TIEMPO,0.05%
2015,10,C323,QBO CEL,0.16%
2015,10,G003,TELEFÓNICA,18.35%
2015,10,C629,VIRGIN MOBILE,1.01%
2015,10,C656,WEEX,0.01%
2015,11,G006,AMÉRICA MÓVIL,70.20%
2015,11,G007,AT&T,9.77%
2015,11,C106,CIERTO,0.01%
2015,11,C376,MAZ TIEMPO,0.05%
2015,11,C323,QBO CEL,0.16%
2015,11,G003,TELEFÓNICA,18.70%
2015,11,C629,VIRGIN MOBILE,1.09%
2015,11,C656,WEEX,0.01%
2015,12,G006,AMÉRICA MÓVIL,70.35%
2015,12,G007,AT&T,9.88%
2015,12,C106,CIERTO,0.01%
2015,12,C376,MAZ TIEMPO,0.05%
2015,12,C323,QBO CEL,0.15%
2015,12,G003,TELEFÓNICA,18.45%
2015,12,C629,VIRGIN MOBILE,1.10%
2015,12,C656,WEEX,0.01%
2016,1,G006,AMÉRICA MÓVIL,72.11%
2016,1,G007,AT&T,11.09%
2016,1,C106,CIERTO,0.01%
2016,1,C376,MAZ TIEMPO,0.06%
2016,1,C323,QBO CEL,0.16%
2016,1,G003,TELEFÓNICA,15.47%
2016,1,C629,VIRGIN MOBILE,1.08%
2016,1,C656,WEEX,0.02%
2016,2,G006,AMÉRICA MÓVIL,71.82%
2016,2,G007,AT&T,11.32%
2016,2,C106,CIERTO,0.01%
2016,2,C376,MAZ TIEMPO,0.07%
2016,2,C323,QBO CEL,0.16%
2016,2,G003,TELEFÓNICA,15.57%
2016,2,C629,VIRGIN MOBILE,1.04%
2016,2,C656,WEEX,0.03%
2016,3,G006,AMÉRICA MÓVIL,71.66%
2016,3,G007,AT&T,11.26%
2016,3,C106,CIERTO,0.01%
2016,3,C376,MAZ TIEMPO,0.07%
2016,3,C323,QBO CEL,0.15%
2016,3,G003,TELEFÓNICA,15.71%
2016,3,C629,VIRGIN MOBILE,1.11%
2016,3,C656,WEEX,0.04%
2016,4,G006,AMÉRICA MÓVIL,71.94%
2016,4,G007,AT&T,11.24%
2016,4,C106,CIERTO,0.01%
2016,4,C376,MAZ TIEMPO,0.07%
2016,4,C323,QBO CEL,0.15%
2016,4,G003,TELEFÓNICA,15.45%
2016,4,C629,VIRGIN MOBILE,1.11%
2016,4,C656,WEEX,0.04%
2016,5,G006,AMÉRICA MÓVIL,72.15%
2016,5,G007,AT&T,11.36%
2016,5,C106,CIERTO,0.01%
2016,5,C376,MAZ TIEMPO,0.07%
2016,5,C323,QBO CEL,0.15%
2016,5,G003,TELEFÓNICA,15.15%
2016,5,C629,VIRGIN MOBILE,1.07%
2016,5,C656,WEEX,0.05%
2016,6,G006,AMÉRICA MÓVIL,71.97%
2016,6,G007,AT&T,11.70%
2016,6,C106,CIERTO,0.01%
2016,6,C376,MAZ TIEMPO,0.07%
2016,6,C323,QBO CEL,0.15%
2016,6,G003,TELEFÓNICA,14.98%
2016,6,C629,VIRGIN MOBILE,1.07%
2016,6,C656,WEEX,0.06%
2016,7,G006,AMÉRICA MÓVIL,72.68%
2016,7,G007,AT&T,11.29%
2016,7,C106,CIERTO,0.02%
2016,7,C373,MAXCOM,0.01%
2016,7,C376,MAZ TIEMPO,0.07%
2016,7,C323,QBO CEL,0.15%
2016,7,G003,TELEFÓNICA,14.66%
2016,7,C629,VIRGIN MOBILE,1.06%
2016,7,C656,WEEX,0.06%
2016,8,G006,AMÉRICA MÓVIL,72.71%
2016,8,G007,AT&T,11.49%
2016,8,C106,CIERTO,0.01%
2016,8,C373,MAXCOM,0.01%
2016,8,C376,MAZ TIEMPO,0.07%
2016,8,C323,QBO CEL,0.16%
2016,8,G003,TELEFÓNICA,14.38%
2016,8,C629,VIRGIN MOBILE,1.08%
2016,8,C656,WEEX,0.10%
2016,9,G006,AMÉRICA MÓVIL,72.50%
2016,9,G007,AT&T,11.77%
2016,9,C106,CIERTO,0.02%
2016,9,C373,MAXCOM,0.01%
2016,9,C376,MAZ TIEMPO,0.07%
2016,9,C323,QBO CEL,0.16%
2016,9,G003,TELEFÓNICA,14.26%
2016,9,C629,VIRGIN MOBILE,1.10%
2016,9,C656,WEEX,0.11%
2016,10,G006,AMÉRICA MÓVIL,71.67%
2016,10,G007,AT&T,12.62%
2016,10,C106,CIERTO,0.01%
2016,10,C704,FLASH MOBILE,0.01%
2016,10,C373,MAXCOM,0.01%
2016,10,C376,MAZ TIEMPO,0.07%
2016,10,C659,MEGATEL,0.00%
2016,10,C323,QBO CEL,0.16%
2016,10,G003,TELEFÓNICA,14.22%
2016,10,C629,VIRGIN MOBILE,1.08%
2016,10,C656,WEEX,0.14%
2016,11,G006,AMÉRICA MÓVIL,71.42%
2016,11,G007,AT&T,12.87%
2016,11,C106,CIERTO,0.01%
2016,11,C704,FLASH MOBILE,0.05%
2016,11,C584,GRUPO SALINAS,0.00%
2016,11,C373,MAXCOM,0.00%
2016,11,C376,MAZ TIEMPO,0.07%
2016,11,C659,MEGATEL,0.00%
2016,11,C706,NEUS MOBILE,0.00%
2016,11,C323,QBO CEL,0.17%
2016,11,C701,SIMPATI,0.00%
2016,11,G003,TELEFÓNICA,14.11%
2016,11,C629,VIRGIN MOBILE,1.12%
2016,11,C656,WEEX,0.16%
2016,12,G006,AMÉRICA MÓVIL,71.25%
2016,12,G007,AT&T,13.00%
2016,12,C106,CIERTO,0.01%
2016,12,C704,FLASH MOBILE,0.07%
2016,12,C584,GRUPO SALINAS,0.01%
2016,12,C703,HER MOBILE,0.00%
2016,12,C373,MAXCOM,0.00%
2016,12,C376,MAZ TIEMPO,0.07%
2016,12,C659,MEGATEL,0.01%
2016,12,C706,NEUS MOBILE,0.00%
2016,12,C323,QBO CEL,0.17%
2016,12,C701,SIMPATI,0.00%
2016,12,G003,TELEFÓNICA,14.12%
2016,12,C629,VIRGIN MOBILE,1.12%
2016,12,C656,WEEX,0.17%
2017,1,G006,AMÉRICA MÓVIL,71.08%
2017,1,G007,AT&T,13.34%
2017,1,C644,BUENO CELL,0.00%
2017,1,C106,CIERTO,0.01%
2017,1,C704,FLASH MOBILE,0.06%
2017,1,C584,GRUPO SALINAS,0.02%
2017,1,C703,HER MOBILE,0.00%
2017,1,C373,MAXCOM,0.00%
2017,1,C376,MAZ TIEMPO,0.06%
2017,1,C659,MEGATEL,0.00%
2017,1,C706,NEUS MOBILE,0.00%
2017,1,C323,QBO CEL,0.17%
2017,1,C701,SIMPATI,0.00%
2017,1,G003,TELEFÓNICA,13.94%
2017,1,C629,VIRGIN MOBILE,1.13%
2017,1,C656,WEEX,0.19%
2017,2,G006,AMÉRICA MÓVIL,70.21%
2017,2,G007,AT&T,13.50%
2017,2,C644,BUENO CELL,0.00%
2017,2,C106,CIERTO,0.01%
2017,2,C704,FLASH MOBILE,0.07%
2017,2,C584,GRUPO SALINAS,0.03%
2017,2,C703,HER MOBILE,0.00%
2017,2,C373,MAXCOM,0.00%
2017,2,C376,MAZ TIEMPO,0.03%
2017,2,C659,MEGATEL,0.00%
2017,2,C706,NEUS MOBILE,0.00%
2017,2,C323,QBO CEL,0.17%
2017,2,C701,SIMPATI,0.00%
2017,2,G003,TELEFÓNICA,14.66%
2017,2,C629,VIRGIN MOBILE,1.10%
2017,2,C656,WEEX,0.20%
2017,3,G006,AMÉRICA MÓVIL,69.85%
2017,3,G007,AT&T,13.66%
2017,3,C644,BUENO CELL,0.00%
2017,3,C106,CIERTO,0.02%
2017,3,C704,FLASH MOBILE,0.08%
2017,3,C584,GRUPO SALINAS,0.04%
2017,3,C703,HER MOBILE,0.00%
2017,3,C373,MAXCOM,0.00%
2017,3,C376,MAZ TIEMPO,0.01%
2017,3,C659,MEGATEL,0.00%
2017,3,C706,NEUS MOBILE,0.00%
2017,3,C323,QBO CEL,0.17%
2017,3,C701,SIMPATI,0.00%
2017,3,G003,TELEFÓNICA,14.93%
2017,3,C629,VIRGIN MOBILE,1.04%
2017,3,C656,WEEX,0.19%
2017,4,G006,AMÉRICA MÓVIL,71.20%
2017,4,G007,AT&T,13.77%
2017,4,C644,BUENO CELL,0.00%
2017,4,C106,CIERTO,0.02%
2017,4,C704,FLASH MOBILE,0.12%
2017,4,C584,GRUPO SALINAS,0.05%
2017,4,C703,HER MOBILE,0.00%
2017,4,C373,MAXCOM,0.00%
2017,4,C376,MAZ TIEMPO,0.01%
2017,4,C659,MEGATEL,0.00%
2017,4,C706,NEUS MOBILE,0.00%
2017,4,C323,QBO CEL,0.18%
2017,4,C701,SIMPATI,0.00%
2017,4,G003,TELEFÓNICA,13.42%
2017,4,C629,VIRGIN MOBILE,1.03%
2017,4,C656,WEEX,0.20%
2017,5,G006,AMÉRICA MÓVIL,70.94%
2017,5,G007,AT&T,14.08%
2017,5,C644,BUENO CELL,0.00%
2017,5,C106,CIERTO,0.02%
2017,5,C704,FLASH MOBILE,0.14%
2017,5,C584,GRUPO SALINAS,0.06%
2017,5,C703,HER MOBILE,0.00%
2017,5,C373,MAXCOM,0.00%
2017,5,C376,MAZ TIEMPO,0.01%
2017,5,C659,MEGATEL,0.00%
2017,5,C706,NEUS MOBILE,0.00%
2017,5,C323,QBO CEL,0.20%
2017,5,C701,SIMPATI,0.00%
2017,5,G003,TELEFÓNICA,13.35%
2017,5,C629,VIRGIN MOBILE,1.00%
2017,5,C656,WEEX,0.20%
2017,6,G006,AMÉRICA MÓVIL,70.89%
2017,6,G007,AT&T,14.18%
2017,6,C644,BUENO CELL,0.00%
2017,6,C106,CIERTO,0.02%
2017,6,C704,FLASH MOBILE,0.17%
2017,6,C584,GRUPO SALINAS,0.07%
2017,6,C703,HER MOBILE,0.00%
2017,6,C373,MAXCOM,0.00%
2017,6,C376,MAZ TIEMPO,0.01%
2017,6,C659,MEGATEL,0.00%
2017,6,C706,NEUS MOBILE,0.00%
2017,6,C323,QBO CEL,0.21%
2017,6,C701,SIMPATI,0.00%
2017,6,G003,TELEFÓNICA,13.25%
2017,6,C629,VIRGIN MOBILE,0.99%
2017,6,C656,WEEX,0.21%
2017,7,G006,AMÉRICA MÓVIL,70.91%
2017,7,G007,AT&T,14.29%
2017,7,C644,BUENO CELL,0.00%
2017,7,C106,CIERTO,0.02%
2017,7,C704,FLASH MOBILE,0.19%
2017,7,C709,FREEDOMPOP,0.01%
2017,7,C584,GRUPO SALINAS,0.10%
2017,7,C703,HER MOBILE,0.00%
2017,7,C373,MAXCOM,0.00%
2017,7,C376,MAZ TIEMPO,0.01%
2017,7,C659,MEGATEL,0.00%
2017,7,C706,NEUS MOBILE,0.00%
2017,7,C323,QBO CEL,0.21%
2017,7,C701,SIMPATI,0.00%
2017,7,G003,TELEFÓNICA,13.09%
2017,7,C629,VIRGIN MOBILE,0.96%
2017,7,C656,WEEX,0.20%
2017,8,G006,AMÉRICA MÓVIL,70.93%
2017,8,G007,AT&T,14.46%
2017,8,C644,BUENO CELL,0.00%
2017,8,C106,CIERTO,0.02%
2017,8,C704,FLASH MOBILE,0.21%
2017,8,C709,FREEDOMPOP,0.03%
2017,8,C584,GRUPO SALINAS,0.12%
2017,8,C703,HER MOBILE,0.00%
2017,8,C373,MAXCOM,0.00%
2017,8,C376,MAZ TIEMPO,0.01%
2017,8,C659,MEGATEL,0.00%
2017,8,C706,NEUS MOBILE,0.00%
2017,8,C323,QBO CEL,0.21%
2017,8,C701,SIMPATI,0.00%
2017,8,G003,TELEFÓNICA,12.87%
2017,8,C629,VIRGIN MOBILE,0.93%
2017,8,C656,WEEX,0.20%
2017,9,G006,AMÉRICA MÓVIL,71.22%
2017,9,G007,AT&T,14.40%
2017,9,C644,BUENO CELL,0.00%
2017,9,C106,CIERTO,0.02%
2017,9,C704,FLASH MOBILE,0.22%
2017,9,C709,FREEDOMPOP,0.03%
2017,9,C584,GRUPO SALINAS,0.14%
2017,9,C703,HER MOBILE,0.00%
2017,9,C373,MAXCOM,0.00%
2017,9,C376,MAZ TIEMPO,0.01%
2017,9,C659,MEGATEL,0.00%
2017,9,C706,NEUS MOBILE,0.00%
2017,9,C323,QBO CEL,0.21%
2017,9,C701,SIMPATI,0.01%
2017,9,G003,TELEFÓNICA,12.66%
2017,9,C629,VIRGIN MOBILE,0.89%
2017,9,C656,WEEX,0.19%
2017,10,G006,AMÉRICA MÓVIL,71.06%
2017,10,G007,AT&T,14.63%
2017,10,C644,BUENO CELL,0.00%
2017,10,C106,CIERTO,0.02%
2017,10,C704,FLASH MOBILE,0.23%
2017,10,C709,FREEDOMPOP,0.13%
2017,10,C584,GRUPO SALINAS,0.16%
2017,10,C703,HER MOBILE,0.00%
2017,10,C373,MAXCOM,0.00%
2017,10,C376,MAZ TIEMPO,0.01%
2017,10,C659,MEGATEL,0.00%
2017,10,C706,NEUS MOBILE,0.01%
2017,10,C323,QBO CEL,0.22%
2017,10,C701,SIMPATI,0.01%
2017,10,G003,TELEFÓNICA,12.50%
2017,10,C705,TOKA MOVIL,0.00%
2017,10,C629,VIRGIN MOBILE,0.85%
2017,10,C656,WEEX,0.18%
2017,11,G006,AMÉRICA MÓVIL,70.87%
2017,11,G007,AT&T,14.95%
2017,11,C644,BUENO CELL,0.00%
2017,11,C106,CIERTO,0.02%
2017,11,C704,FLASH MOBILE,0.18%
2017,11,C709,FREEDOMPOP,0.19%
2017,11,C584,GRUPO SALINAS,0.17%
2017,11,C703,HER MOBILE,0.00%
2017,11,C373,MAXCOM,0.00%
2017,11,C376,MAZ TIEMPO,0.01%
2017,11,C659,MEGATEL,0.00%
