ANIO,MES,K_GRUPO,GRUPO,MARKET_SHARE
2017,11,C706,NEUS MOBILE,0.01%
2017,11,C323,QBO CEL,0.22%
2017,11,C701,SIMPATI,0.01%
2017,11,G003,TELEFÓNICA,12.37%
2017,11,C705,TOKA MOVIL,0.00%
2017,11,C629,VIRGIN MOBILE,0.82%
2017,11,C656,WEEX,0.18%
2017,12,G006,AMÉRICA MÓVIL,70.66%
2017,12,G007,AT&T,15.05%
2017,12,C644,BUENO CELL,0.00%
2017,12,C106,CIERTO,0.02%
2017,12,C704,FLASH MOBILE,0.17%
2017,12,C709,FREEDOMPOP,0.25%
2017,12,C584,GRUPO SALINAS,0.19%
2017,12,C703,HER MOBILE,0.00%
2017,12,C373,MAXCOM,0.01%
2017,12,C376,MAZ TIEMPO,0.01%
2017,12,C659,MEGATEL,0.00%
2017,12,C706,NEUS MOBILE,0.01%
2017,12,C323,QBO CEL,0.21%
2017,12,C701,SIMPATI,0.01%
2017,12,G003,TELEFÓNICA,12.46%
2017,12,C705,TOKA MOVIL,0.00%
2017,12,C629,VIRGIN MOBILE,0.78%
2017,12,C656,WEEX,0.17%
2018,1,G006,AMÉRICA MÓVIL,70.92%
2018,1,G007,AT&T,14.85%
2018,1,C644,BUENO CELL,0.00%
2018,1,C106,CIERTO,0.02%
2018,1,C704,FLASH MOBILE,0.18%
2018,1,C709,FREEDOMPOP,0.28%
2018,1,C584,GRUPO SALINAS,0.21%
2018,1,C703,HER MOBILE,0.00%
2018,1,C373,MAXCOM,0.01%
2018,1,C376,MAZ TIEMPO,0.00%
2018,1,C706,NEUS MOBILE,0.01%
2018,1,C323,QBO CEL,0.21%
2018,1,C701,SIMPATI,0.01%
2018,1,G003,TELEFÓNICA,12.38%
2018,1,C705,TOKA MOVIL,0.00%
2018,1,C629,VIRGIN MOBILE,0.75%
2018,1,C656,WEEX,0.17%
2018,2,G006,AMÉRICA MÓVIL,70.88%
2018,2,G007,AT&T,14.92%
2018,2,C644,BUENO CELL,0.01%
2018,2,C106,CIERTO,0.02%
2018,2,C704,FLASH MOBILE,0.20%
2018,2,C709,FREEDOMPOP,0.33%
2018,2,C584,GRUPO SALINAS,0.23%
2018,2,C703,HER MOBILE,0.00%
2018,2,C373,MAXCOM,0.01%
2018,2,C376,MAZ TIEMPO,0.01%
2018,2,C706,NEUS MOBILE,0.01%
2018,2,C323,QBO CEL,0.21%
2018,2,C701,SIMPATI,0.01%
2018,2,G003,TELEFÓNICA,12.27%
2018,2,C705,TOKA MOVIL,0.00%
2018,2,C629,VIRGIN MOBILE,0.74%
2018,2,C656,WEEX,0.17%
2018,3,G006,AMÉRICA MÓVIL,70.95%
2018,3,G007,AT&T,15.01%
2018,3,C644,BUENO CELL,0.01%
2018,3,C106,CIERTO,0.02%
2018,3,C704,FLASH MOBILE,0.20%
2018,3,C709,FREEDOMPOP,0.40%
2018,3,C584,GRUPO SALINAS,0.24%
2018,3,C703,HER MOBILE,0.00%
2018,3,C373,MAXCOM,0.02%
2018,3,C376,MAZ TIEMPO,0.01%
2018,3,C706,NEUS MOBILE,0.01%
2018,3,C323,QBO CEL,0.21%
2018,3,C701,SIMPATI,0.01%
2018,3,G003,TELEFÓNICA,12.03%
2018,3,C705,TOKA MOVIL,0.00%
2018,3,C629,VIRGIN MOBILE,0.71%
2018,3,C656,WEEX,0.17%
2018,4,G006,AMÉRICA MÓVIL,70.84%
2018,4,G007,AT&T,15.15%
2018,4,C644,BUENO CELL,0.01%
2018,4,C106,CIERTO,0.02%
2018,4,C704,FLASH MOBILE,0.21%
2018,4,C709,FREEDOMPOP,0.40%
2018,4,C584,GRUPO SALINAS,0.26%
2018,4,C703,HER MOBILE,0.00%
2018,4,C373,MAXCOM,0.02%
2018,4,C376,MAZ TIEMPO,0.01%
2018,4,C706,NEUS MOBILE,0.01%
2018,4,C323,QBO CEL,0.21%
2018,4,C701,SIMPATI,0.01%
2018,4,G003,TELEFÓNICA,11.96%
2018,4,C705,TOKA MOVIL,0.00%
2018,4,C629,VIRGIN MOBILE,0.70%
2018,4,C656,WEEX,0.18%
2018,5,G006,AMÉRICA MÓVIL,71.24%
2018,5,G007,AT&T,14.70%
2018,5,C644,BUENO CELL,0.01%
2018,5,C106,CIERTO,0.02%
2018,5,C704,FLASH MOBILE,0.21%
2018,5,C709,FREEDOMPOP,0.40%
2018,5,C584,GRUPO SALINAS,0.29%
2018,5,C703,HER MOBILE,0.01%
2018,5,C373,MAXCOM,0.02%
2018,5,C376,MAZ TIEMPO,0.01%
2018,5,C706,NEUS MOBILE,0.01%
2018,5,C323,QBO CEL,0.21%
2018,5,C701,SIMPATI,0.01%
2018,5,G003,TELEFÓNICA,11.98%
2018,5,C705,TOKA MOVIL,0.00%
2018,5,C629,VIRGIN MOBILE,0.70%
2018,5,C656,WEEX,0.19%
2018,6,G006,AMÉRICA MÓVIL,71.96%
2018,6,G007,AT&T,14.11%
2018,6,C644,BUENO CELL,0.01%
2018,6,C106,CIERTO,0.02%
2018,6,C704,FLASH MOBILE,0.21%
2018,6,C709,FREEDOMPOP,0.40%
2018,6,C584,GRUPO SALINAS,0.31%
2018,6,C703,HER MOBILE,0.01%
2018,6,C373,MAXCOM,0.02%
2018,6,C376,MAZ TIEMPO,0.00%
2018,6,C706,NEUS MOBILE,0.01%
2018,6,C323,QBO CEL,0.22%
2018,6,C701,SIMPATI,0.01%
2018,6,G003,TELEFÓNICA,11.79%
2018,6,C705,TOKA MOVIL,0.00%
2018,6,C629,VIRGIN MOBILE,0.73%
2018,6,C656,WEEX,0.19%
2018,7,G006,AMÉRICA MÓVIL,72.00%
2018,7,G007,AT&T,14.13%
2018,7,C644,BUENO CELL,0.01%
2018,7,C106,CIERTO,0.02%
2018,7,C704,FLASH MOBILE,0.20%
2018,7,C709,FREEDOMPOP,0.41%
2018,7,C584,GRUPO SALINAS,0.34%
2018,7,C703,HER MOBILE,0.01%
2018,7,C373,MAXCOM,0.02%
2018,7,C376,MAZ TIEMPO,0.01%
2018,7,C706,NEUS MOBILE,0.01%
2018,7,C323,QBO CEL,0.22%
2018,7,C701,SIMPATI,0.02%
2018,7,C726,SIX MOVIL,0.00%
2018,7,G003,TELEFÓNICA,11.68%
2018,7,C705,TOKA MOVIL,0.00%
2018,7,C629,VIRGIN MOBILE,0.74%
2018,7,C656,WEEX,0.18%
2018,8,G006,AMÉRICA MÓVIL,71.37%
2018,8,G007,AT&T,14.83%
2018,8,C644,BUENO CELL,0.01%
2018,8,C106,CIERTO,0.02%
2018,8,C704,FLASH MOBILE,0.20%
2018,8,C709,FREEDOMPOP,0.42%
2018,8,C584,GRUPO SALINAS,0.36%
2018,8,C703,HER MOBILE,0.01%
2018,8,C373,MAXCOM,0.03%
2018,8,C376,MAZ TIEMPO,0.01%
2018,8,C706,NEUS MOBILE,0.01%
2018,8,C323,QBO CEL,0.22%
2018,8,C701,SIMPATI,0.02%
2018,8,C726,SIX MOVIL,0.00%
2018,8,G003,TELEFÓNICA,11.76%
2018,8,C705,TOKA MOVIL,0.00%
2018,8,C629,VIRGIN MOBILE,0.56%
2018,8,C656,WEEX,0.18%
2018,9,G006,AMÉRICA MÓVIL,71.58%
2018,9,G007,AT&T,14.75%
2018,9,C644,BUENO CELL,0.01%
2018,9,C106,CIERTO,0.02%
2018,9,C704,FLASH MOBILE,0.21%
2018,9,C709,FREEDOMPOP,0.47%
2018,9,C584,GRUPO SALINAS,0.38%
2018,9,C703,HER MOBILE,0.01%
2018,9,C373,MAXCOM,0.03%
2018,9,C376,MAZ TIEMPO,0.01%
2018,9,C706,NEUS MOBILE,0.01%
2018,9,C323,QBO CEL,0.22%
2018,9,C701,SIMPATI,0.02%
2018,9,C726,SIX MOVIL,0.01%
2018,9,G003,TELEFÓNICA,11.73%
2018,9,C705,TOKA MOVIL,0.00%
2018,9,C629,VIRGIN MOBILE,0.36%
2018,9,C656,WEEX,0.18%
2018,10,G006,AMÉRICA MÓVIL,71.29%
2018,10,G007,AT&T,15.14%
2018,10,C644,BUENO CELL,0.01%
2018,10,C106,CIERTO,0.02%
2018,10,C704,FLASH MOBILE,0.18%
2018,10,C709,FREEDOMPOP,0.47%
2018,10,C584,GRUPO SALINAS,0.33%
2018,10,C703,HER MOBILE,0.01%
2018,10,C373,MAXCOM,0.05%
2018,10,C376,MAZ TIEMPO,0.01%
2018,10,C706,NEUS MOBILE,0.01%
2018,10,C323,QBO CEL,0.22%
2018,10,C701,SIMPATI,0.02%
2018,10,C721,SIMPLII,0.00%
2018,10,C726,SIX MOVIL,0.00%
2018,10,G003,TELEFÓNICA,11.68%
2018,10,C705,TOKA MOVIL,0.00%
2018,10,C629,VIRGIN MOBILE,0.38%
2018,10,C656,WEEX,0.18%
2018,11,G006,AMÉRICA MÓVIL,70.75%
2018,11,G007,AT&T,15.53%
2018,11,C644,BUENO CELL,0.01%
2018,11,C106,CIERTO,0.02%
2018,11,C704,FLASH MOBILE,0.18%
2018,11,C709,FREEDOMPOP,0.60%
2018,11,C584,GRUPO SALINAS,0.36%
2018,11,C703,HER MOBILE,0.01%
2018,11,C373,MAXCOM,0.06%
2018,11,C376,MAZ TIEMPO,0.01%
2018,11,C706,NEUS MOBILE,0.01%
2018,11,C323,QBO CEL,0.21%
2018,11,C701,SIMPATI,0.02%
2018,11,C721,SIMPLII,0.00%
2018,11,C726,SIX MOVIL,0.00%
2018,11,G003,TELEFÓNICA,11.73%
2018,11,C705,TOKA MOVIL,0.00%
2018,11,C629,VIRGIN MOBILE,0.33%
2018,11,C656,WEEX,0.18%
2018,12,G006,AMÉRICA MÓVIL,70.72%
2018,12,G007,AT&T,15.56%
2018,12,C644,BUENO CELL,0.01%
2018,12,C106,CIERTO,0.02%
2018,12,C704,FLASH MOBILE,0.17%
2018,12,C709,FREEDOMPOP,0.64%
2018,12,C584,GRUPO SALINAS,0.37%
2018,12,C703,HER MOBILE,0.01%
2018,12,C373,MAXCOM,0.05%
2018,12,C376,MAZ TIEMPO,0.01%
2018,12,C706,NEUS MOBILE,0.01%
2018,12,C323,QBO CEL,0.21%
2018,12,C701,SIMPATI,0.01%
2018,12,C721,SIMPLII,0.00%
2018,12,C726,SIX MOVIL,0.00%
2018,12,G003,TELEFÓNICA,11.72%
2018,12,C705,TOKA MOVIL,0.00%
2018,12,C629,VIRGIN MOBILE,0.32%
2018,12,C656,WEEX,0.17%
2019,1,G006,AMÉRICA MÓVIL,70.49%
2019,1,G007,AT&T,15.91%
2019,1,C644,BUENO CELL,0.01%
2019,1,C106,CIERTO,0.02%
2019,1,C704,FLASH MOBILE,0.15%
2019,1,C709,FREEDOMPOP,0.63%
2019,1,C584,GRUPO SALINAS,0.39%
2019,1,C703,HER MOBILE,0.01%
2019,1,C373,MAXCOM,0.05%
2019,1,C376,MAZ TIEMPO,0.01%
2019,1,G008,MEGACABLE-MCM,0.00%
2019,1,C706,NEUS MOBILE,0.01%
2019,1,C323,QBO CEL,0.21%
2019,1,C701,SIMPATI,0.01%
2019,1,C721,SIMPLII,0.00%
2019,1,C726,SIX MOVIL,0.00%
2019,1,G003,TELEFÓNICA,11.64%
2019,1,C705,TOKA MOVIL,0.00%
2019,1,C629,VIRGIN MOBILE,0.30%
2019,1,C656,WEEX,0.16%
2019,2,G006,AMÉRICA MÓVIL,69.96%
2019,2,G007,AT&T,16.38%
2019,2,C644,BUENO CELL,0.01%
2019,2,C106,CIERTO,0.01%
2019,2,C704,FLASH MOBILE,0.15%
2019,2,C709,FREEDOMPOP,0.64%
2019,2,C584,GRUPO SALINAS,0.42%
2019,2,C703,HER MOBILE,0.01%
2019,2,C373,MAXCOM,0.05%
2019,2,C376,MAZ TIEMPO,0.01%
2019,2,G008,MEGACABLE-MCM,0.03%
2019,2,C706,NEUS MOBILE,0.01%
2019,2,C323,QBO CEL,0.21%
2019,2,C701,SIMPATI,0.01%
2019,2,C721,SIMPLII,0.00%
2019,2,C726,SIX MOVIL,0.00%
2019,2,G003,TELEFÓNICA,11.65%
2019,2,C705,TOKA MOVIL,0.00%
2019,2,C629,VIRGIN MOBILE,0.28%
2019,2,C656,WEEX,0.16%
2019,3,G006,AMÉRICA MÓVIL,69.67%
2019,3,G007,AT&T,16.63%
2019,3,C644,BUENO CELL,0.01%
2019,3,C106,CIERTO,0.01%
2019,3,C704,FLASH MOBILE,0.14%
2019,3,C709,FREEDOMPOP,0.50%
2019,3,C584,GRUPO SALINAS,0.44%
2019,3,C703,HER MOBILE,0.01%
2019,3,C373,MAXCOM,0.05%
2019,3,C376,MAZ TIEMPO,0.01%
2019,3,G008,MEGACABLE-MCM,0.02%
2019,3,C706,NEUS MOBILE,0.01%
2019,3,C323,QBO CEL,0.21%
2019,3,C701,SIMPATI,0.01%
2019,3,C721,SIMPLII,0.00%
2019,3,C726,SIX MOVIL,0.00%
2019,3,G003,TELEFÓNICA,11.84%
2019,3,C705,TOKA MOVIL,0.00%
2019,3,C629,VIRGIN MOBILE,0.27%
2019,3,C656,WEEX,0.16%
2019,4,C736,AIRBUS,0.00%
2019,4,G006,AMÉRICA MÓVIL,70.40%
2019,4,G007,AT&T,16.32%
2019,4,C644,BUENO CELL,0.02%
2019,4,C106,CIERTO,0.01%
2019,4,C704,FLASH MOBILE,0.14%
2019,4,C709,FREEDOMPOP,0.50%
2019,4,C584,GRUPO SALINAS,0.45%
2019,4,C703,HER MOBILE,0.01%
2019,4,C373,MAXCOM,0.04%
2019,4,C376,MAZ TIEMPO,0.01%
2019,4,G008,MEGACABLE-MCM,0.01%
2019,4,C706,NEUS MOBILE,0.01%
2019,4,C323,QBO CEL,0.20%
2019,4,C701,SIMPATI,0.01%
2019,4,C721,SIMPLII,0.00%
2019,4,C726,SIX MOVIL,0.00%
2019,4,G003,TELEFÓNICA,11.45%
2019,4,C705,TOKA MOVIL,0.00%
2019,4,C629,VIRGIN MOBILE,0.27%
2019,4,C656,WEEX,0.15%
2019,5,C736,AIRBUS,0.00%
2019,5,G006,AMÉRICA MÓVIL,70.28%
2019,5,G007,AT&T,16.45%
2019,5,C644,BUENO CELL,0.02%
2019,5,C106,CIERTO,0.01%
2019,5,C704,FLASH MOBILE,0.13%
2019,5,C709,FREEDOMPOP,0.49%
2019,5,C584,GRUPO SALINAS,0.46%
2019,5,C703,HER MOBILE,0.01%
2019,5,C373,MAXCOM,0.04%
2019,5,C376,MAZ TIEMPO,0.01%
2019,5,G008,MEGACABLE-MCM,0.01%
2019,5,C706,NEUS MOBILE,0.01%
2019,5,C323,QBO CEL,0.20%
2019,5,C701,SIMPATI,0.01%
2019,5,C721,SIMPLII,0.00%
2019,5,C726,SIX MOVIL,0.00%
2019,5,G003,TELEFÓNICA,11.45%
2019,5,C705,TOKA MOVIL,0.00%
2019,5,C629,VIRGIN MOBILE,0.27%
2019,5,C656,WEEX,0.15%
2019,6,C736,AIRBUS,0.00%
2019,6,G006,AMÉRICA MÓVIL,70.06%
2019,6,G007,AT&T,16.77%
2019,6,C644,BUENO CELL,0.02%
2019,6,C106,CIERTO,0.01%
2019,6,C704,FLASH MOBILE,0.13%
2019,6,C709,FREEDOMPOP,0.49%
2019,6,C584,GRUPO SALINAS,0.46%
2019,6,C703,HER MOBILE,0.01%
2019,6,C373,MAXCOM,0.03%
2019,6,C376,MAZ TIEMPO,0.01%
2019,6,G008,MEGACABLE-MCM,0.01%
2019,6,C706,NEUS MOBILE,0.01%
2019,6,C323,QBO CEL,0.20%
2019,6,C701,SIMPATI,0.01%
2019,6,C721,SIMPLII,0.00%
2019,6,C726,SIX MOVIL,0.00%
2019,6,G003,TELEFÓNICA,11.38%
2019,6,C705,TOKA MOVIL,0.00%
2019,6,C629,VIRGIN MOBILE,0.26%
2019,6,C656,WEEX,0.15%
2019,7,C736,AIRBUS,0.00%
2019,7,G006,AMÉRICA MÓVIL,69.98%
2019,7,G007,AT&T,16.86%
2019,7,C644,BUENO CELL,0.02%
2019,7,C106,CIERTO,0.01%
2019,7,C704,FLASH MOBILE,0.13%
2019,7,C709,FREEDOMPOP,0.49%
2019,7,C584,GRUPO SALINAS,0.47%
2019,7,C703,HER MOBILE,0.01%
2019,7,C373,MAXCOM,0.03%
2019,7,C376,MAZ TIEMPO,0.01%
2019,7,G008,MEGACABLE-MCM,0.00%
2019,7,C737,MIIO,0.00%
2019,7,C706,NEUS MOBILE,0.01%
2019,7,C323,QBO CEL,0.20%
2019,7,C701,SIMPATI,0.01%
2019,7,C721,SIMPLII,0.00%
2019,7,C726,SIX MOVIL,0.00%
2019,7,G003,TELEFÓNICA,11.39%
2019,7,C705,TOKA MOVIL,0.00%
2019,7,C629,VIRGIN MOBILE,0.26%
2019,7,C656,WEEX,0.14%
2019,8,C736,AIRBUS,0.00%
2019,8,G006,AMÉRICA MÓVIL,69.87%
2019,8,G007,AT&T,16.96%
2019,8,C644,BUENO CELL,0.02%
2019,8,C106,CIERTO,0.01%
2019,8,C704,FLASH MOBILE,0.13%
2019,8,C709,FREEDOMPOP,0.55%
2019,8,C584,GRUPO SALINAS,0.49%
2019,8,C703,HER MOBILE,0.01%
2019,8,C373,MAXCOM,0.02%
2019,8,C376,MAZ TIEMPO,0.00%
2019,8,G008,MEGACABLE-MCM,0.00%
2019,8,C737,MIIO,0.00%
2019,8,C706,NEUS MOBILE,0.01%
2019,8,C323,QBO CEL,0.20%
2019,8,C701,SIMPATI,0.01%
2019,8,C721,SIMPLII,0.00%
2019,8,C726,SIX MOVIL,0.00%
2019,8,G003,TELEFÓNICA,11.32%
2019,8,C705,TOKA MOVIL,0.00%
2019,8,C629,VIRGIN MOBILE,0.26%
2019,8,C656,WEEX,0.14%
2019,9,C736,AIRBUS,0.00%
2019,9,G006,AMÉRICA MÓVIL,69.79%
2019,9,G007,AT&T,16.98%
2019,9,C644,BUENO CELL,0.02%
2019,9,C106,CIERTO,0.01%
2019,9,C704,FLASH MOBILE,0.13%
2019,9,C709,FREEDOMPOP,0.64%
2019,9,C584,GRUPO SALINAS,0.52%
2019,9,C703,HER MOBILE,0.01%
2019,9,C373,MAXCOM,0.02%
2019,9,C376,MAZ TIEMPO,0.00%
2019,9,G008,MEGACABLE-MCM,0.00%
2019,9,C737,MIIO,0.00%
2019,9,C706,NEUS MOBILE,0.01%
2019,9,C323,QBO CEL,0.20%
2019,9,C701,SIMPATI,0.01%
2019,9,C721,SIMPLII,0.00%
2019,9,C726,SIX MOVIL,0.00%
2019,9,G003,TELEFÓNICA,11.25%
2019,9,C705,TOKA MOVIL,0.00%
2019,9,C629,VIRGIN MOBILE,0.27%
2019,9,C656,WEEX,0.14%
2019,10,C736,AIRBUS,0.00%
2019,10,G006,AMÉRICA MÓVIL,69.49%
2019,10,G007,AT&T,17.33%
2019,10,C644,BUENO CELL,0.02%
2019,10,C106,CIERTO,0.01%
2019,10,C704,FLASH MOBILE,0.13%
2019,10,C709,FREEDOMPOP,0.70%
2019,10,C584,GRUPO SALINAS,0.53%
2019,10,C703,HER MOBILE,0.01%
2019,10,C717,IENTC,0.02%
2019,10,C373,MAXCOM,0.02%
2019,10,C376,MAZ TIEMPO,0.00%
2019,10,G008,MEGACABLE-MCM,0.00%
2019,10,C737,MIIO,0.00%
2019,10,C706,NEUS MOBILE,0.01%
2019,10,C323,QBO CEL,0.20%
2019,10,C701,SIMPATI,0.01%
2019,10,C721,SIMPLII,0.00%
2019,10,C726,SIX MOVIL,0.00%
2019,10,G003,TELEFÓNICA,11.13%
2019,10,C705,TOKA MOVIL,0.00%
2019,10,C629,VIRGIN MOBILE,0.26%
2019,10,C656,WEEX,0.13%
2019,11,C736,AIRBUS,0.00%
2019,11,G006,AMÉRICA MÓVIL,69.52%
2019,11,G007,AT&T,17.34%
2019,11,C644,BUENO CELL,0.02%
2019,11,C106,CIERTO,0.01%
2019,11,C704,FLASH MOBILE,0.13%
2019,11,C709,FREEDOMPOP,0.72%
2019,11,C584,GRUPO SALINAS,0.57%
2019,11,C703,HER MOBILE,0.01%
2019,11,C717,IENTC,0.02%
2019,11,C373,MAXCOM,0.02%
2019,11,C376,MAZ TIEMPO,0.00%
2019,11,G008,MEGACABLE-MCM,0.00%
2019,11,C737,MIIO,0.00%
2019,11,C706,NEUS MOBILE,0.01%
2019,11,C323,QBO CEL,0.19%
2019,11,C701,SIMPATI,0.02%
2019,11,C721,SIMPLII,0.00%
2019,11,C726,SIX MOVIL,0.00%
2019,11,G003,TELEFÓNICA,11.04%
2019,11,C705,TOKA MOVIL,0.00%
2019,11,C629,VIRGIN MOBILE,0.26%
2019,11,C656,WEEX,0.13%
2019,12,C736,AIRBUS,0.00%
2019,12,G006,AMÉRICA MÓVIL,69.83%
2019,12,G007,AT&T,17.14%
2019,12,C644,BUENO CELL,0.02%
2019,12,C106,CIERTO,0.01%
2019,12,C704,FLASH MOBILE,0.13%
2019,12,C709,FREEDOMPOP,0.73%
2019,12,C584,GRUPO SALINAS,0.60%
2019,12,C703,HER MOBILE,0.01%
2019,12,C717,IENTC,0.02%
2019,12,C373,MAXCOM,0.01%
2019,12,C376,MAZ TIEMPO,0.00%
2019,12,G008,MEGACABLE-MCM,0.00%
2019,12,C737,MIIO,0.00%
2019,12,C706,NEUS MOBILE,0.01%
2019,12,C323,QBO CEL,0.19%
2019,12,C701,SIMPATI,0.02%
2019,12,C721,SIMPLII,0.00%
2019,12,C726,SIX MOVIL,0.00%
2019,12,G003,TELEFÓNICA,10.92%
2019,12,C705,TOKA MOVIL,0.00%
2019,12,C629,VIRGIN MOBILE,0.23%
2019,12,C656,WEEX,0.12%
2019,12,C747,YOBI TELECOM,0.01%
2020,1,C736,AIRBUS,0.00%
2020,1,C745,ALTCEL,0.00%
2020,1,G006,AMÉRICA MÓVIL,70.36%
2020,1,G007,AT&T,16.59%
2020,1,C644,BUENO CELL,0.02%
2020,1,C106,CIERTO,0.01%
2020,1,C704,FLASH MOBILE,0.13%
2020,1,C709,FREEDOMPOP,0.73%
2020,1,C584,GRUPO SALINAS,0.62%
2020,1,C703,HER MOBILE,0.01%
2020,1,C717,IENTC,0.07%
2020,1,G008,MEGACABLE-MCM,0.01%
2020,1,C737,MIIO,0.00%
2020,1,C706,NEUS MOBILE,0.01%
2020,1,C323,QBO CEL,0.19%
2020,1,C701,SIMPATI,0.02%
2020,1,G003,TELEFÓNICA,10.87%
2020,1,C705,TOKA MOVIL,0.00%
2020,1,C629,VIRGIN MOBILE,0.23%
2020,1,C656,WEEX,0.12%
2020,1,C747,YOBI TELECOM,0.02%
2020,2,C736,AIRBUS,0.00%
2020,2,C745,ALTCEL,0.00%
2020,2,G006,AMÉRICA MÓVIL,70.39%
2020,2,G007,AT&T,16.52%
2020,2,C644,BUENO CELL,0.02%
