ANIO,MES,K_GRUPO,GRUPO,MARKET_SHARE
2021,10,G004,GRUPO TELEVISA,0.00%
2021,10,C732,GURUCOMM,0.00%
2021,10,C717,IENTC,0.01%
2021,10,C826,IGOU TELECOM,0.00%
2021,10,C473,MARKETING 358,0.02%
2021,10,G008,MEGACABLE-MCM,0.02%
2021,10,C754,MEXFON,0.00%
2021,10,C737,MIIO,0.00%
2021,10,C729,NETWEY,0.02%
2021,10,C751,NEWWW,0.01%
2021,10,C410,OMETEL,0.01%
2021,10,C770,PLINTRON,0.00%
2021,10,C807,RED DOG,0.00%
2021,10,C485,SERVITRON,0.00%
2021,10,C701,SIMPATI,0.03%
2021,10,G003,TELEFÓNICA,9.68%
2021,10,C080,TELMOVIL,0.06%
2021,10,C705,TOKA MOVIL,0.00%
2021,10,C775,VASANTA,0.01%
2021,10,C629,VIRGIN MOBILE,0.47%
2021,10,C656,WEEX,0.05%
2021,10,C758,WIMOTELECOM,0.00%
2021,10,C747,YOBI TELECOM,0.07%
2021,11,C746,ADDINTELI,0.00%
2021,11,C516,AFCAZA,0.00%
2021,11,G006,AMÉRICA MÓVIL,70.10%
2021,11,G007,AT&T,17.47%
2021,11,C511,BROMOVIL,0.00%
2021,11,C644,BUENO CELL,0.02%
2021,11,C730,EDILAR,0.00%
2021,11,C704,FLASH MOBILE,0.17%
2021,11,C709,FREEDOMPOP,1.14%
2021,11,C584,GRUPO SALINAS,0.57%
2021,11,G004,GRUPO TELEVISA,0.00%
2021,11,C732,GURUCOMM,0.00%
2021,11,C717,IENTC,0.01%
2021,11,C826,IGOU TELECOM,0.00%
2021,11,C473,MARKETING 358,0.03%
2021,11,G008,MEGACABLE-MCM,0.02%
2021,11,C754,MEXFON,0.00%
2021,11,C737,MIIO,0.00%
2021,11,C729,NETWEY,0.02%
2021,11,C751,NEWWW,0.01%
2021,11,C410,OMETEL,0.01%
2021,11,C770,PLINTRON,0.00%
2021,11,C807,RED DOG,0.00%
2021,11,C485,SERVITRON,0.00%
2021,11,C701,SIMPATI,0.03%
2021,11,G003,TELEFÓNICA,9.65%
2021,11,C080,TELMOVIL,0.08%
2021,11,C705,TOKA MOVIL,0.00%
2021,11,C775,VASANTA,0.01%
2021,11,C629,VIRGIN MOBILE,0.52%
2021,11,C656,WEEX,0.05%
2021,11,C758,WIMOTELECOM,0.00%
2021,11,C747,YOBI TELECOM,0.08%
2021,12,C746,ADDINTELI,0.00%
2021,12,C516,AFCAZA,0.00%
2021,12,G006,AMÉRICA MÓVIL,70.15%
2021,12,G007,AT&T,17.47%
2021,12,C511,BROMOVIL,0.00%
2021,12,C644,BUENO CELL,0.02%
2021,12,C730,EDILAR,0.00%
2021,12,C704,FLASH MOBILE,0.17%
2021,12,C709,FREEDOMPOP,1.13%
2021,12,C584,GRUPO SALINAS,0.56%
2021,12,G004,GRUPO TELEVISA,0.00%
2021,12,C732,GURUCOMM,0.00%
2021,12,C717,IENTC,0.01%
2021,12,C826,IGOU TELECOM,0.00%
2021,12,C473,MARKETING 358,0.03%
2021,12,G008,MEGACABLE-MCM,0.02%
2021,12,C754,MEXFON,0.00%
2021,12,C737,MIIO,0.00%
2021,12,C729,NETWEY,0.02%
2021,12,C751,NEWWW,0.01%
2021,12,C410,OMETEL,0.01%
2021,12,C770,PLINTRON,0.00%
2021,12,C807,RED DOG,0.00%
2021,12,C485,SERVITRON,0.00%
2021,12,C701,SIMPATI,0.03%
2021,12,G003,TELEFÓNICA,9.58%
2021,12,C080,TELMOVIL,0.10%
2021,12,C705,TOKA MOVIL,0.00%
2021,12,C775,VASANTA,0.01%
2021,12,C629,VIRGIN MOBILE,0.53%
2021,12,C656,WEEX,0.05%
2021,12,C758,WIMOTELECOM,0.00%
2021,12,C747,YOBI TELECOM,0.08%
2022,1,C746,ADDINTELI,0.00%
2022,1,C516,AFCAZA,0.00%
2022,1,C020,ALESTRA,0.00%
2022,1,G006,AMÉRICA MÓVIL,68.63%
2022,1,G007,AT&T,17.07%
2022,1,C805,AXIOS MOBILE,0.00%
2022,1,C511,BROMOVIL,0.00%
2022,1,C644,BUENO CELL,0.02%
2022,1,C816,CONECTA2,0.00%
2022,1,C083,DALE FON,0.00%
2022,1,C704,FLASH MOBILE,0.17%
2022,1,C709,FREEDOMPOP,1.11%
2022,1,C794,GAMERS,0.00%
2022,1,C584,GRUPO SALINAS,0.56%
2022,1,G004,GRUPO TELEVISA,0.00%
2022,1,C804,GRUPO WALMART,1.91%
2022,1,C781,GUGACOM,0.00%
2022,1,C732,GURUCOMM,0.00%
2022,1,C717,IENTC,0.00%
2022,1,G008,MEGACABLE-MCM,0.36%
2022,1,C754,MEXFON,0.00%
2022,1,C737,MIIO,0.00%
2022,1,C818,MOBIG,0.00%
2022,1,C751,NEWWW,0.00%
2022,1,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,1,C807,RED DOG,0.00%
2022,1,C753,ROCKETEL,0.00%
2022,1,C485,SERVITRON,0.00%
2022,1,C701,SIMPATI,0.03%
2022,1,G003,TELEFÓNICA,9.25%
2022,1,C080,TELMOVIL,0.10%
2022,1,C775,VASANTA,0.01%
2022,1,C629,VIRGIN MOBILE,0.54%
2022,1,C656,WEEX,0.05%
2022,1,C758,WIMOTELECOM,0.00%
2022,1,C747,YOBI TELECOM,0.08%
2022,1,C782,YONDER,0.09%
2022,2,C746,ADDINTELI,0.00%
2022,2,C516,AFCAZA,0.00%
2022,2,C020,ALESTRA,0.00%
2022,2,G006,AMÉRICA MÓVIL,68.38%
2022,2,G007,AT&T,17.13%
2022,2,C805,AXIOS MOBILE,0.00%
2022,2,C647,BENELEIT MOVIL,0.03%
2022,2,C511,BROMOVIL,0.00%
2022,2,C644,BUENO CELL,0.02%
2022,2,C816,CONECTA2,0.00%
2022,2,C083,DALE FON,0.00%
2022,2,C704,FLASH MOBILE,0.17%
2022,2,C709,FREEDOMPOP,1.12%
2022,2,C794,GAMERS,0.00%
2022,2,C584,GRUPO SALINAS,0.58%
2022,2,G004,GRUPO TELEVISA,0.00%
2022,2,C804,GRUPO WALMART,2.08%
2022,2,C781,GUGACOM,0.00%
2022,2,C732,GURUCOMM,0.00%
2022,2,C717,IENTC,0.00%
2022,2,G008,MEGACABLE-MCM,0.43%
2022,2,C754,MEXFON,0.00%
2022,2,C737,MIIO,0.00%
2022,2,C818,MOBIG,0.00%
2022,2,C751,NEWWW,0.00%
2022,2,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,2,C807,RED DOG,0.00%
2022,2,C646,REDPHONE,0.00%
2022,2,C753,ROCKETEL,0.00%
2022,2,C485,SERVITRON,0.01%
2022,2,C701,SIMPATI,0.03%
2022,2,G003,TELEFÓNICA,9.14%
2022,2,C080,TELMOVIL,0.10%
2022,2,C775,VASANTA,0.01%
2022,2,C629,VIRGIN MOBILE,0.55%
2022,2,C656,WEEX,0.05%
2022,2,C758,WIMOTELECOM,0.00%
2022,2,C747,YOBI TELECOM,0.08%
2022,2,C782,YONDER,0.10%
2022,3,C746,ADDINTELI,0.00%
2022,3,C516,AFCAZA,0.00%
2022,3,C020,ALESTRA,0.00%
2022,3,G006,AMÉRICA MÓVIL,68.51%
2022,3,G007,AT&T,17.12%
2022,3,C805,AXIOS MOBILE,0.00%
2022,3,C647,BENELEIT MOVIL,0.04%
2022,3,C511,BROMOVIL,0.00%
2022,3,C644,BUENO CELL,0.02%
2022,3,C806,CELFI,0.00%
2022,3,C816,CONECTA2,0.00%
2022,3,C083,DALE FON,0.00%
2022,3,C704,FLASH MOBILE,0.17%
2022,3,C709,FREEDOMPOP,1.12%
2022,3,C794,GAMERS,0.00%
2022,3,C584,GRUPO SALINAS,0.59%
2022,3,G004,GRUPO TELEVISA,0.00%
2022,3,C804,GRUPO WALMART,1.93%
2022,3,C781,GUGACOM,0.00%
2022,3,C732,GURUCOMM,0.00%
2022,3,C717,IENTC,0.00%
2022,3,G008,MEGACABLE-MCM,0.38%
2022,3,C754,MEXFON,0.00%
2022,3,C737,MIIO,0.00%
2022,3,C832,MO!NET,0.00%
2022,3,C818,MOBIG,0.00%
2022,3,C751,NEWWW,0.00%
2022,3,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,3,C807,RED DOG,0.00%
2022,3,C646,REDPHONE,0.00%
2022,3,C753,ROCKETEL,0.00%
2022,3,C485,SERVITRON,0.01%
2022,3,C701,SIMPATI,0.03%
2022,3,G003,TELEFÓNICA,9.15%
2022,3,C080,TELMOVIL,0.10%
2022,3,C775,VASANTA,0.01%
2022,3,C629,VIRGIN MOBILE,0.56%
2022,3,C656,WEEX,0.05%
2022,3,C758,WIMOTELECOM,0.00%
2022,3,C747,YOBI TELECOM,0.08%
2022,3,C782,YONDER,0.11%
2022,4,C746,ADDINTELI,0.00%
2022,4,C516,AFCAZA,0.00%
2022,4,C020,ALESTRA,0.00%
2022,4,G006,AMÉRICA MÓVIL,68.55%
2022,4,G007,AT&T,17.22%
2022,4,C805,AXIOS MOBILE,0.00%
2022,4,C647,BENELEIT MOVIL,0.09%
2022,4,C511,BROMOVIL,0.00%
2022,4,C644,BUENO CELL,0.02%
2022,4,C806,CELFI,0.00%
2022,4,C816,CONECTA2,0.00%
2022,4,C083,DALE FON,0.00%
2022,4,C704,FLASH MOBILE,0.17%
2022,4,C709,FREEDOMPOP,1.13%
2022,4,C794,GAMERS,0.00%
2022,4,C584,GRUPO SALINAS,0.62%
2022,4,G004,GRUPO TELEVISA,0.00%
2022,4,C804,GRUPO WALMART,1.90%
2022,4,C781,GUGACOM,0.00%
2022,4,C732,GURUCOMM,0.00%
2022,4,C717,IENTC,0.00%
2022,4,C473,MARKETING 358,0.00%
2022,4,G008,MEGACABLE-MCM,0.39%
2022,4,C754,MEXFON,0.00%
2022,4,C737,MIIO,0.00%
2022,4,C832,MO!NET,0.00%
2022,4,C818,MOBIG,0.00%
2022,4,C751,NEWWW,0.06%
2022,4,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,4,C807,RED DOG,0.00%
2022,4,C646,REDPHONE,0.00%
2022,4,C753,ROCKETEL,0.02%
2022,4,C485,SERVITRON,0.01%
2022,4,G003,TELEFÓNICA,9.09%
2022,4,C775,VASANTA,0.01%
2022,4,C629,VIRGIN MOBILE,0.58%
2022,4,C656,WEEX,0.05%
2022,4,C758,WIMOTELECOM,0.00%
2022,4,C747,YOBI TELECOM,0.08%
2022,5,C746,ADDINTELI,0.00%
2022,5,C516,AFCAZA,0.00%
2022,5,C020,ALESTRA,0.00%
2022,5,G006,AMÉRICA MÓVIL,68.30%
2022,5,G007,AT&T,17.31%
2022,5,C805,AXIOS MOBILE,0.00%
2022,5,C647,BENELEIT MOVIL,0.11%
2022,5,C511,BROMOVIL,0.00%
2022,5,C644,BUENO CELL,0.02%
2022,5,C806,CELFI,0.00%
2022,5,C816,CONECTA2,0.00%
2022,5,C083,DALE FON,0.00%
2022,5,C704,FLASH MOBILE,0.17%
2022,5,C709,FREEDOMPOP,1.13%
2022,5,C794,GAMERS,0.00%
2022,5,C584,GRUPO SALINAS,0.63%
2022,5,G004,GRUPO TELEVISA,0.00%
2022,5,C804,GRUPO WALMART,2.05%
2022,5,C781,GUGACOM,0.00%
2022,5,C732,GURUCOMM,0.00%
2022,5,C717,IENTC,0.00%
2022,5,C473,MARKETING 358,0.00%
2022,5,G008,MEGACABLE-MCM,0.39%
2022,5,C754,MEXFON,0.00%
2022,5,C737,MIIO,0.00%
2022,5,C832,MO!NET,0.00%
2022,5,C818,MOBIG,0.00%
2022,5,C751,NEWWW,0.06%
2022,5,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,5,C807,RED DOG,0.00%
2022,5,C646,REDPHONE,0.00%
2022,5,C753,ROCKETEL,0.02%
2022,5,C485,SERVITRON,0.01%
2022,5,G003,TELEFÓNICA,9.05%
2022,5,C775,VASANTA,0.01%
2022,5,C629,VIRGIN MOBILE,0.59%
2022,5,C656,WEEX,0.05%
2022,5,C758,WIMOTELECOM,0.00%
2022,5,C747,YOBI TELECOM,0.08%
2022,6,C746,ADDINTELI,0.00%
2022,6,C516,AFCAZA,0.00%
2022,6,C020,ALESTRA,0.00%
2022,6,G006,AMÉRICA MÓVIL,68.31%
2022,6,G007,AT&T,17.44%
2022,6,C805,AXIOS MOBILE,0.00%
2022,6,C647,BENELEIT MOVIL,0.11%
2022,6,C511,BROMOVIL,0.00%
2022,6,C644,BUENO CELL,0.02%
2022,6,C806,CELFI,0.00%
2022,6,C866,COMERCIALIZADORA ROMEL,0.00%
2022,6,C816,CONECTA2,0.00%
2022,6,C083,DALE FON,0.00%
2022,6,C704,FLASH MOBILE,0.17%
2022,6,C709,FREEDOMPOP,1.14%
2022,6,C794,GAMERS,0.00%
2022,6,C584,GRUPO SALINAS,0.65%
2022,6,G004,GRUPO TELEVISA,0.00%
2022,6,C804,GRUPO WALMART,1.93%
2022,6,C781,GUGACOM,0.00%
2022,6,C732,GURUCOMM,0.00%
2022,6,C717,IENTC,0.00%
2022,6,C473,MARKETING 358,0.00%
2022,6,G008,MEGACABLE-MCM,0.39%
2022,6,C754,MEXFON,0.00%
2022,6,C737,MIIO,0.00%
2022,6,C832,MO!NET,0.00%
2022,6,C818,MOBIG,0.00%
2022,6,C751,NEWWW,0.06%
2022,6,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,6,C807,RED DOG,0.00%
2022,6,C646,REDPHONE,0.00%
2022,6,C753,ROCKETEL,0.02%
2022,6,C485,SERVITRON,0.01%
2022,6,G003,TELEFÓNICA,8.98%
2022,6,C775,VASANTA,0.01%
2022,6,C629,VIRGIN MOBILE,0.61%
2022,6,C656,WEEX,0.05%
2022,6,C758,WIMOTELECOM,0.00%
2022,6,C747,YOBI TELECOM,0.09%
2022,7,C746,ADDINTELI,0.00%
2022,7,C516,AFCAZA,0.00%
2022,7,C020,ALESTRA,0.00%
2022,7,G006,AMÉRICA MÓVIL,67.18%
2022,7,G007,AT&T,17.10%
2022,7,C805,AXIOS MOBILE,0.00%
2022,7,C647,BENELEIT MOVIL,0.11%
2022,7,C511,BROMOVIL,0.00%
2022,7,C644,BUENO CELL,0.02%
2022,7,C806,CELFI,0.00%
2022,7,C866,COMERCIALIZADORA ROMEL,0.00%
2022,7,C816,CONECTA2,0.01%
2022,7,C083,DALE FON,0.00%
2022,7,C756,DIRI MOVIL,0.11%
2022,7,C704,FLASH MOBILE,0.17%
2022,7,C709,FREEDOMPOP,1.15%
2022,7,C794,GAMERS,0.00%
2022,7,C584,GRUPO SALINAS,0.64%
2022,7,G004,GRUPO TELEVISA,0.00%
2022,7,C804,GRUPO WALMART,3.09%
2022,7,C781,GUGACOM,0.00%
2022,7,C732,GURUCOMM,0.00%
2022,7,C717,IENTC,0.00%
2022,7,C473,MARKETING 358,0.00%
2022,7,G008,MEGACABLE-MCM,0.38%
2022,7,C754,MEXFON,0.00%
2022,7,C737,MIIO,0.00%
2022,7,C832,MO!NET,0.00%
2022,7,C818,MOBIG,0.00%
2022,7,C751,NEWWW,0.30%
2022,7,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,7,C807,RED DOG,0.00%
2022,7,C646,REDPHONE,0.00%
2022,7,C753,ROCKETEL,0.09%
2022,7,C485,SERVITRON,0.01%
2022,7,G003,TELEFÓNICA,8.76%
2022,7,C080,TELMOVIL,0.10%
2022,7,C775,VASANTA,0.01%
2022,7,C629,VIRGIN MOBILE,0.61%
2022,7,C656,WEEX,0.05%
2022,7,C758,WIMOTELECOM,0.00%
2022,7,C747,YOBI TELECOM,0.09%
2022,8,C746,ADDINTELI,0.00%
2022,8,C516,AFCAZA,0.00%
2022,8,C020,ALESTRA,0.00%
2022,8,G006,AMÉRICA MÓVIL,67.00%
2022,8,G007,AT&T,17.10%
2022,8,C805,AXIOS MOBILE,0.00%
2022,8,C647,BENELEIT MOVIL,0.11%
2022,8,C511,BROMOVIL,0.00%
2022,8,C644,BUENO CELL,0.02%
2022,8,C806,CELFI,0.00%
2022,8,C866,COMERCIALIZADORA ROMEL,0.00%
2022,8,C816,CONECTA2,0.01%
2022,8,C083,DALE FON,0.00%
2022,8,C756,DIRI MOVIL,0.11%
2022,8,C704,FLASH MOBILE,0.17%
2022,8,C709,FREEDOMPOP,1.19%
2022,8,C794,GAMERS,0.00%
2022,8,C584,GRUPO SALINAS,0.65%
2022,8,G004,GRUPO TELEVISA,0.00%
2022,8,C804,GRUPO WALMART,3.32%
2022,8,C732,GURUCOMM,0.00%
2022,8,C717,IENTC,0.00%
2022,8,C473,MARKETING 358,0.00%
2022,8,G008,MEGACABLE-MCM,0.38%
2022,8,C754,MEXFON,0.00%
2022,8,C737,MIIO,0.00%
2022,8,C832,MO!NET,0.00%
2022,8,C818,MOBIG,0.00%
2022,8,C751,NEWWW,0.30%
2022,8,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,8,C807,RED DOG,0.00%
2022,8,C646,REDPHONE,0.00%
2022,8,C753,ROCKETEL,0.10%
2022,8,C485,SERVITRON,0.01%
2022,8,G003,TELEFÓNICA,8.64%
2022,8,C080,TELMOVIL,0.10%
2022,8,C775,VASANTA,0.01%
2022,8,C629,VIRGIN MOBILE,0.63%
2022,8,C656,WEEX,0.04%
2022,8,C758,WIMOTELECOM,0.00%
2022,8,C747,YOBI TELECOM,0.09%
2022,9,C746,ADDINTELI,0.00%
2022,9,C516,AFCAZA,0.00%
2022,9,C020,ALESTRA,0.00%
2022,9,G006,AMÉRICA MÓVIL,66.73%
2022,9,G007,AT&T,17.11%
2022,9,C805,AXIOS MOBILE,0.00%
2022,9,C647,BENELEIT MOVIL,0.11%
2022,9,C511,BROMOVIL,0.00%
2022,9,C644,BUENO CELL,0.02%
2022,9,C806,CELFI,0.00%
2022,9,C866,COMERCIALIZADORA ROMEL,0.00%
2022,9,C816,CONECTA2,0.01%
2022,9,C083,DALE FON,0.00%
2022,9,C756,DIRI MOVIL,0.12%
2022,9,C704,FLASH MOBILE,0.14%
2022,9,C709,FREEDOMPOP,1.22%
2022,9,C794,GAMERS,0.00%
2022,9,C584,GRUPO SALINAS,0.67%
2022,9,G004,GRUPO TELEVISA,0.00%
2022,9,C804,GRUPO WALMART,3.67%
2022,9,C732,GURUCOMM,0.00%
2022,9,C717,IENTC,0.00%
2022,9,C473,MARKETING 358,0.00%
2022,9,G008,MEGACABLE-MCM,0.39%
2022,9,C754,MEXFON,0.00%
2022,9,C737,MIIO,0.00%
2022,9,C832,MO!NET,0.00%
2022,9,C818,MOBIG,0.00%
2022,9,C751,NEWWW,0.31%
2022,9,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,9,C807,RED DOG,0.00%
2022,9,C646,REDPHONE,0.00%
2022,9,C753,ROCKETEL,0.10%
2022,9,C485,SERVITRON,0.01%
2022,9,G003,TELEFÓNICA,8.48%
2022,9,C080,TELMOVIL,0.10%
2022,9,C775,VASANTA,0.01%
2022,9,C629,VIRGIN MOBILE,0.64%
2022,9,C656,WEEX,0.05%
2022,9,C758,WIMOTELECOM,0.00%
2022,9,C747,YOBI TELECOM,0.09%
2022,10,C746,ADDINTELI,0.00%
2022,10,C516,AFCAZA,0.00%
2022,10,C020,ALESTRA,0.00%
2022,10,G006,AMÉRICA MÓVIL,66.56%
2022,10,G007,AT&T,17.02%
2022,10,C805,AXIOS MOBILE,0.00%
2022,10,C647,BENELEIT MOVIL,0.11%
2022,10,C511,BROMOVIL,0.00%
2022,10,C644,BUENO CELL,0.02%
2022,10,C806,CELFI,0.00%
2022,10,C866,COMERCIALIZADORA ROMEL,0.00%
2022,10,C816,CONECTA2,0.01%
2022,10,C083,DALE FON,0.00%
2022,10,C756,DIRI MOVIL,0.13%
2022,10,C704,FLASH MOBILE,0.14%
2022,10,C709,FREEDOMPOP,1.22%
2022,10,C794,GAMERS,0.00%
2022,10,C584,GRUPO SALINAS,0.68%
2022,10,G004,GRUPO TELEVISA,0.00%
2022,10,C804,GRUPO WALMART,4.02%
2022,10,C732,GURUCOMM,0.00%
2022,10,C717,IENTC,0.00%
2022,10,C473,MARKETING 358,0.00%
2022,10,G008,MEGACABLE-MCM,0.38%
2022,10,C754,MEXFON,0.00%
2022,10,C737,MIIO,0.00%
2022,10,C832,MO!NET,0.00%
2022,10,C818,MOBIG,0.00%
2022,10,C729,NETWEY,0.01%
2022,10,C751,NEWWW,0.31%
2022,10,C770,PLINTRON,0.00%
2022,10,C465,R&R NEGOCIOS ALTERNOS,0.00%
2022,10,C807,RED DOG,0.00%
2022,10,C646,REDPHONE,0.00%
2022,10,C753,ROCKETEL,0.12%
2022,10,C485,SERVITRON,0.01%
2022,10,G003,TELEFÓNICA,8.41%
2022,10,C080,TELMOVIL,0.02%
2022,10,C775,VASANTA,0.01%
2022,10,C629,VIRGIN MOBILE,0.65%
2022,10,C656,WEEX,0.04%
2022,10,C758,WIMOTELECOM,0.00%
2022,10,C747,YOBI TELECOM,0.09%
2022,11,C746,ADDINTELI,0.00%
2022,11,C516,AFCAZA,0.00%
2022,11,C020,ALESTRA,0.00%
2022,11,G006,AMÉRICA MÓVIL,66.13%
2022,11,G007,AT&T,17.16%
2022,11,C805,AXIOS MOBILE,0.00%
2022,11,C647,BENELEIT MOVIL,0.11%
2022,11,C511,BROMOVIL,0.00%
2022,11,C644,BUENO CELL,0.02%
2022,11,C806,CELFI,0.00%
2022,11,C866,COMERCIALIZADORA ROMEL,0.00%
2022,11,C816,CONECTA2,0.01%
2022,11,C083,DALE FON,0.00%
2022,11,C756,DIRI MOVIL,0.14%
2022,11,C704,FLASH MOBILE,0.14%
2022,11,C709,FREEDOMPOP,1.24%
2022,11,C794,GAMERS,0.00%
2022,11,C584,GRUPO SALINAS,0.69%
2022,11,G004,GRUPO TELEVISA,0.00%
2022,11,C804,GRUPO WALMART,4.34%
2022,11,C732,GURUCOMM,0.00%
2022,11,C717,IENTC,0.00%
2022,11,C473,MARKETING 358,0.00%
2022,11,G008,MEGACABLE-MCM,0.36%
2022,11,C754,MEXFON,0.00%
2022,11,C737,MIIO,0.00%
2022,11,C832,MO!NET,0.00%
2022,11,C818,MOBIG,0.01%
2022,11,C729,NETWEY,0.01%
2022,11,C751,NEWWW,0.32%
2022,11,C770,PLINTRON,0.00%
2022,11,C465,R&R NEGOCIOS ALTERNOS,0.00%
