ANIO,MES,K_GRUPO,GRUPO,MARKET_SHARE
2023,12,C756,DIRI MOVIL,0.19%
2023,12,C730,EDILAR,0.05%
2023,12,C704,FLASH MOBILE,0.13%
2023,12,C709,FREEDOMPOP,1.72%
2023,12,C794,GAMERS,0.00%
2023,12,C070,GRUPO BALESIA,0.00%
2023,12,C584,GRUPO SALINAS,0.65%
2023,12,G004,GRUPO TELEVISA,0.00%
2023,12,C804,GRUPO WALMART,9.44%
2023,12,C732,GURUCOMM,0.00%
2023,12,C717,IENTC,0.01%
2023,12,C473,MARKETING 358,0.00%
2023,12,G008,MEGACABLE-MCM,0.34%
2023,12,C754,MEXFON,0.00%
2023,12,C737,MIIO,0.00%
2023,12,C818,MOBIG,0.01%
2023,12,C132,MOVIL PARA TODOS,0.00%
2023,12,C751,NEWWW,0.39%
2023,12,C465,R&R NEGOCIOS ALTERNOS,0.00%
2023,12,C807,RED DOG,0.00%
2023,12,C646,REDPHONE,0.02%
2023,12,C753,ROCKETEL,0.11%
2023,12,C485,SERVITRON,0.01%
2023,12,G003,TELEFÓNICA,7.64%
2023,12,C080,TELMOVIL,0.01%
2023,12,C113,TU VISION TELE-CABLE,0.02%
2023,12,C629,VIRGIN MOBILE,0.75%
2023,12,C656,WEEX,0.04%
2023,12,C758,WIMOTELECOM,0.03%
2023,12,C747,YOBI TELECOM,0.11%
2024,1,C020,ALESTRA,0.00%
2024,1,G006,AMÉRICA MÓVIL,63.01%
2024,1,G007,AT&T,15.04%
2024,1,C805,AXIOS MOBILE,0.01%
2024,1,C647,BENELEIT MOVIL,0.01%
2024,1,C551,BIEN CEL,0.00%
2024,1,C511,BROMOVIL,0.02%
2024,1,C644,BUENO CELL,0.02%
2024,1,C806,CELFI,0.00%
2024,1,C816,CONECTA2,0.00%
2024,1,G253,COPPEL,0.00%
2024,1,C590,COSMOCABLE,0.00%
2024,1,C756,DIRI MOVIL,0.18%
2024,1,C730,EDILAR,0.05%
2024,1,C704,FLASH MOBILE,0.13%
2024,1,C709,FREEDOMPOP,1.65%
2024,1,C794,GAMERS,0.00%
2024,1,C070,GRUPO BALESIA,0.00%
2024,1,C584,GRUPO SALINAS,0.65%
2024,1,G004,GRUPO TELEVISA,0.01%
2024,1,C804,GRUPO WALMART,9.77%
2024,1,C732,GURUCOMM,0.00%
2024,1,C717,IENTC,0.01%
2024,1,C473,MARKETING 358,0.00%
2024,1,G008,MEGACABLE-MCM,0.34%
2024,1,C754,MEXFON,0.00%
2024,1,C737,MIIO,0.00%
2024,1,C818,MOBIG,0.00%
2024,1,C729,NETWEY,0.01%
2024,1,C751,NEWWW,0.40%
2024,1,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,1,C807,RED DOG,0.00%
2024,1,C646,REDPHONE,0.02%
2024,1,C753,ROCKETEL,0.11%
2024,1,C485,SERVITRON,0.01%
2024,1,G003,TELEFÓNICA,7.60%
2024,1,C080,TELMOVIL,0.01%
2024,1,C775,VASANTA,0.01%
2024,1,C629,VIRGIN MOBILE,0.75%
2024,1,C656,WEEX,0.04%
2024,1,C758,WIMOTELECOM,0.03%
2024,1,C747,YOBI TELECOM,0.11%
2024,2,C020,ALESTRA,0.00%
2024,2,G006,AMÉRICA MÓVIL,62.92%
2024,2,G007,AT&T,14.87%
2024,2,C805,AXIOS MOBILE,0.01%
2024,2,C647,BENELEIT MOVIL,0.01%
2024,2,C551,BIEN CEL,0.00%
2024,2,C511,BROMOVIL,0.02%
2024,2,C644,BUENO CELL,0.02%
2024,2,C806,CELFI,0.00%
2024,2,C816,CONECTA2,0.00%
2024,2,G253,COPPEL,0.00%
2024,2,C590,COSMOCABLE,0.00%
2024,2,C756,DIRI MOVIL,0.16%
2024,2,C730,EDILAR,0.05%
2024,2,C704,FLASH MOBILE,0.13%
2024,2,C709,FREEDOMPOP,1.61%
2024,2,C794,GAMERS,0.00%
2024,2,C070,GRUPO BALESIA,0.00%
2024,2,C584,GRUPO SALINAS,0.65%
2024,2,G004,GRUPO TELEVISA,0.00%
2024,2,C804,GRUPO WALMART,10.11%
2024,2,C732,GURUCOMM,0.00%
2024,2,C717,IENTC,0.01%
2024,2,C473,MARKETING 358,0.00%
2024,2,G008,MEGACABLE-MCM,0.35%
2024,2,C754,MEXFON,0.00%
2024,2,C737,MIIO,0.00%
2024,2,C818,MOBIG,0.00%
2024,2,C729,NETWEY,0.02%
2024,2,C751,NEWWW,0.41%
2024,2,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,2,C807,RED DOG,0.00%
2024,2,C646,REDPHONE,0.02%
2024,2,C753,ROCKETEL,0.11%
2024,2,C485,SERVITRON,0.01%
2024,2,G003,TELEFÓNICA,7.55%
2024,2,C080,TELMOVIL,0.02%
2024,2,C775,VASANTA,0.01%
2024,2,C629,VIRGIN MOBILE,0.75%
2024,2,C656,WEEX,0.04%
2024,2,C758,WIMOTELECOM,0.03%
2024,2,C747,YOBI TELECOM,0.11%
2024,3,C020,ALESTRA,0.00%
2024,3,G006,AMÉRICA MÓVIL,62.41%
2024,3,G007,AT&T,15.12%
2024,3,C805,AXIOS MOBILE,0.01%
2024,3,C647,BENELEIT MOVIL,0.01%
2024,3,C551,BIEN CEL,0.00%
2024,3,C511,BROMOVIL,0.02%
2024,3,C644,BUENO CELL,0.02%
2024,3,C806,CELFI,0.00%
2024,3,C816,CONECTA2,0.00%
2024,3,G253,COPPEL,0.00%
2024,3,C590,COSMOCABLE,0.00%
2024,3,C756,DIRI MOVIL,0.15%
2024,3,C730,EDILAR,0.05%
2024,3,C704,FLASH MOBILE,0.13%
2024,3,C709,FREEDOMPOP,1.57%
2024,3,C794,GAMERS,0.00%
2024,3,C070,GRUPO BALESIA,0.00%
2024,3,C584,GRUPO SALINAS,0.65%
2024,3,G004,GRUPO TELEVISA,0.00%
2024,3,C804,GRUPO WALMART,10.41%
2024,3,C732,GURUCOMM,0.00%
2024,3,C717,IENTC,0.01%
2024,3,C473,MARKETING 358,0.00%
2024,3,G008,MEGACABLE-MCM,0.36%
2024,3,C754,MEXFON,0.00%
2024,3,C737,MIIO,0.00%
2024,3,C818,MOBIG,0.00%
2024,3,C729,NETWEY,0.02%
2024,3,C751,NEWWW,0.42%
2024,3,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,3,C807,RED DOG,0.00%
2024,3,C646,REDPHONE,0.02%
2024,3,C753,ROCKETEL,0.11%
2024,3,C485,SERVITRON,0.00%
2024,3,G003,TELEFÓNICA,7.50%
2024,3,C080,TELMOVIL,0.02%
2024,3,C775,VASANTA,0.01%
2024,3,C629,VIRGIN MOBILE,0.79%
2024,3,C656,WEEX,0.04%
2024,3,C758,WIMOTELECOM,0.02%
2024,3,C984,YO SOY BIENESTAR,0.00%
2024,3,C747,YOBI TELECOM,0.10%
2024,4,G006,AMÉRICA MÓVIL,62.27%
2024,4,G007,AT&T,15.06%
2024,4,C805,AXIOS MOBILE,0.01%
2024,4,C647,BENELEIT MOVIL,0.01%
2024,4,C551,BIEN CEL,0.00%
2024,4,C511,BROMOVIL,0.01%
2024,4,C644,BUENO CELL,0.02%
2024,4,C806,CELFI,0.00%
2024,4,C816,CONECTA2,0.00%
2024,4,G253,COPPEL,0.00%
2024,4,C590,COSMOCABLE,0.00%
2024,4,C730,EDILAR,0.06%
2024,4,C704,FLASH MOBILE,0.13%
2024,4,C709,FREEDOMPOP,1.62%
2024,4,C794,GAMERS,0.00%
2024,4,C584,GRUPO SALINAS,0.65%
2024,4,G004,GRUPO TELEVISA,0.25%
2024,4,C804,GRUPO WALMART,10.46%
2024,4,C732,GURUCOMM,0.00%
2024,4,C717,IENTC,0.01%
2024,4,C473,MARKETING 358,0.00%
2024,4,G008,MEGACABLE-MCM,0.35%
2024,4,C754,MEXFON,0.00%
2024,4,C737,MIIO,0.00%
2024,4,C818,MOBIG,0.00%
2024,4,C729,NETWEY,0.02%
2024,4,C751,NEWWW,0.43%
2024,4,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,4,C807,RED DOG,0.00%
2024,4,C646,REDPHONE,0.02%
2024,4,C753,ROCKETEL,0.11%
2024,4,C485,SERVITRON,0.00%
2024,4,G003,TELEFÓNICA,7.46%
2024,4,C080,TELMOVIL,0.03%
2024,4,C775,VASANTA,0.01%
2024,4,C629,VIRGIN MOBILE,0.86%
2024,4,C656,WEEX,0.04%
2024,4,C758,WIMOTELECOM,0.00%
2024,4,C984,YO SOY BIENESTAR,0.00%
2024,4,C747,YOBI TELECOM,0.11%
2024,5,G006,AMÉRICA MÓVIL,61.98%
2024,5,G007,AT&T,15.06%
2024,5,C805,AXIOS MOBILE,0.01%
2024,5,C647,BENELEIT MOVIL,0.01%
2024,5,C551,BIEN CEL,0.00%
2024,5,C511,BROMOVIL,0.01%
2024,5,C644,BUENO CELL,0.02%
2024,5,C806,CELFI,0.00%
2024,5,C816,CONECTA2,0.00%
2024,5,G253,COPPEL,0.00%
2024,5,C590,COSMOCABLE,0.00%
2024,5,C730,EDILAR,0.06%
2024,5,C704,FLASH MOBILE,0.13%
2024,5,C709,FREEDOMPOP,1.68%
2024,5,C794,GAMERS,0.00%
2024,5,C070,GRUPO BALESIA,0.00%
2024,5,C584,GRUPO SALINAS,0.65%
2024,5,G004,GRUPO TELEVISA,0.25%
2024,5,C804,GRUPO WALMART,10.57%
2024,5,C732,GURUCOMM,0.00%
2024,5,C717,IENTC,0.01%
2024,5,C473,MARKETING 358,0.00%
2024,5,G008,MEGACABLE-MCM,0.35%
2024,5,C754,MEXFON,0.00%
2024,5,C737,MIIO,0.00%
2024,5,C818,MOBIG,0.00%
2024,5,C729,NETWEY,0.01%
2024,5,C751,NEWWW,0.45%
2024,5,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,5,C807,RED DOG,0.00%
2024,5,C646,REDPHONE,0.02%
2024,5,C753,ROCKETEL,0.10%
2024,5,C485,SERVITRON,0.01%
2024,5,G003,TELEFÓNICA,7.42%
2024,5,C080,TELMOVIL,0.02%
2024,5,C775,VASANTA,0.01%
2024,5,C629,VIRGIN MOBILE,1.01%
2024,5,C656,WEEX,0.04%
2024,5,C758,WIMOTELECOM,0.00%
2024,5,C984,YO SOY BIENESTAR,0.00%
2024,5,C747,YOBI TELECOM,0.11%
2024,6,G006,AMÉRICA MÓVIL,62.03%
2024,6,G007,AT&T,15.06%
2024,6,C805,AXIOS MOBILE,0.01%
2024,6,C647,BENELEIT MOVIL,0.01%
2024,6,C551,BIEN CEL,0.00%
2024,6,C511,BROMOVIL,0.01%
2024,6,C644,BUENO CELL,0.02%
2024,6,C806,CELFI,0.00%
2024,6,C816,CONECTA2,0.00%
2024,6,G253,COPPEL,0.00%
2024,6,C590,COSMOCABLE,0.00%
2024,6,C730,EDILAR,0.06%
2024,6,C704,FLASH MOBILE,0.08%
2024,6,C709,FREEDOMPOP,1.62%
2024,6,C794,GAMERS,0.00%
2024,6,C584,GRUPO SALINAS,0.65%
2024,6,G004,GRUPO TELEVISA,0.25%
2024,6,C804,GRUPO WALMART,10.66%
2024,6,C732,GURUCOMM,0.00%
2024,6,C717,IENTC,0.01%
2024,6,C473,MARKETING 358,0.00%
2024,6,G008,MEGACABLE-MCM,0.36%
2024,6,C754,MEXFON,0.00%
2024,6,C737,MIIO,0.00%
2024,6,C818,MOBIG,0.00%
2024,6,C729,NETWEY,0.01%
2024,6,C751,NEWWW,0.46%
2024,6,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,6,C807,RED DOG,0.00%
2024,6,C646,REDPHONE,0.02%
2024,6,C753,ROCKETEL,0.10%
2024,6,C485,SERVITRON,0.01%
2024,6,G003,TELEFÓNICA,7.38%
2024,6,C080,TELMOVIL,0.03%
2024,6,C775,VASANTA,0.01%
2024,6,C629,VIRGIN MOBILE,0.99%
2024,6,C656,WEEX,0.04%
2024,6,C758,WIMOTELECOM,0.00%
2024,6,C984,YO SOY BIENESTAR,0.00%
2024,6,C747,YOBI TELECOM,0.11%
2024,7,C746,ADDINTELI,0.01%
2024,7,G006,AMÉRICA MÓVIL,61.79%
2024,7,G007,AT&T,15.21%
2024,7,C805,AXIOS MOBILE,0.01%
2024,7,C647,BENELEIT MOVIL,0.01%
2024,7,C551,BIEN CEL,0.00%
2024,7,C511,BROMOVIL,0.01%
2024,7,C644,BUENO CELL,0.02%
2024,7,C806,CELFI,0.00%
2024,7,C816,CONECTA2,0.00%
2024,7,G253,COPPEL,0.00%
2024,7,C590,COSMOCABLE,0.00%
2024,7,C756,DIRI MOVIL,0.14%
2024,7,C730,EDILAR,0.05%
2024,7,C704,FLASH MOBILE,0.07%
2024,7,C709,FREEDOMPOP,1.58%
2024,7,C794,GAMERS,0.00%
2024,7,C584,GRUPO SALINAS,0.66%
2024,7,G004,GRUPO TELEVISA,0.25%
2024,7,C804,GRUPO WALMART,10.66%
2024,7,C732,GURUCOMM,0.00%
2024,7,C717,IENTC,0.01%
2024,7,C473,MARKETING 358,0.00%
2024,7,G008,MEGACABLE-MCM,0.37%
2024,7,C737,MIIO,0.00%
2024,7,C818,MOBIG,0.00%
2024,7,C729,NETWEY,0.01%
2024,7,C751,NEWWW,0.47%
2024,7,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,7,C807,RED DOG,0.00%
2024,7,C646,REDPHONE,0.02%
2024,7,C753,ROCKETEL,0.09%
2024,7,C485,SERVITRON,0.01%
2024,7,G003,TELEFÓNICA,7.37%
2024,7,C080,TELMOVIL,0.03%
2024,7,C775,VASANTA,0.01%
2024,7,C629,VIRGIN MOBILE,0.95%
2024,7,C656,WEEX,0.04%
2024,7,C758,WIMOTELECOM,0.02%
2024,7,C984,YO SOY BIENESTAR,0.00%
2024,7,C747,YOBI TELECOM,0.11%
2024,8,C746,ADDINTELI,0.01%
2024,8,G006,AMÉRICA MÓVIL,61.64%
2024,8,G007,AT&T,15.34%
2024,8,C805,AXIOS MOBILE,0.01%
2024,8,C647,BENELEIT MOVIL,0.01%
2024,8,C551,BIEN CEL,0.00%
2024,8,C511,BROMOVIL,0.01%
2024,8,C644,BUENO CELL,0.02%
2024,8,C806,CELFI,0.00%
2024,8,C816,CONECTA2,0.00%
2024,8,G253,COPPEL,0.00%
2024,8,C590,COSMOCABLE,0.00%
2024,8,C756,DIRI MOVIL,0.14%
2024,8,C730,EDILAR,0.05%
2024,8,C704,FLASH MOBILE,0.06%
2024,8,C709,FREEDOMPOP,1.50%
2024,8,C794,GAMERS,0.00%
2024,8,C070,GRUPO BALESIA,0.00%
2024,8,C584,GRUPO SALINAS,0.66%
2024,8,G004,GRUPO TELEVISA,0.25%
2024,8,C804,GRUPO WALMART,11.03%
2024,8,C732,GURUCOMM,0.00%
2024,8,C717,IENTC,0.01%
2024,8,C473,MARKETING 358,0.00%
2024,8,G008,MEGACABLE-MCM,0.39%
2024,8,C737,MIIO,0.00%
2024,8,C818,MOBIG,0.00%
2024,8,C729,NETWEY,0.01%
2024,8,C751,NEWWW,0.48%
2024,8,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,8,C807,RED DOG,0.00%
2024,8,C646,REDPHONE,0.02%
2024,8,C753,ROCKETEL,0.09%
2024,8,C485,SERVITRON,0.01%
2024,8,G003,TELEFÓNICA,7.32%
2024,8,C080,TELMOVIL,0.03%
2024,8,C775,VASANTA,0.01%
2024,8,C629,VIRGIN MOBILE,0.72%
2024,8,C656,WEEX,0.04%
2024,8,C758,WIMOTELECOM,0.02%
2024,8,C984,YO SOY BIENESTAR,0.00%
2024,8,C747,YOBI TELECOM,0.11%
2024,9,C746,ADDINTELI,0.01%
2024,9,G006,AMÉRICA MÓVIL,61.23%
2024,9,G007,AT&T,15.27%
2024,9,C805,AXIOS MOBILE,0.00%
2024,9,C647,BENELEIT MOVIL,0.01%
2024,9,C551,BIEN CEL,0.00%
2024,9,C511,BROMOVIL,0.01%
2024,9,C644,BUENO CELL,0.02%
2024,9,C806,CELFI,0.00%
2024,9,C816,CONECTA2,0.00%
2024,9,G253,COPPEL,0.00%
2024,9,C590,COSMOCABLE,0.00%
2024,9,C756,DIRI MOVIL,0.15%
2024,9,C730,EDILAR,0.05%
2024,9,C704,FLASH MOBILE,0.06%
2024,9,C709,FREEDOMPOP,1.66%
2024,9,C794,GAMERS,0.00%
2024,9,C070,GRUPO BALESIA,0.00%
2024,9,C584,GRUPO SALINAS,0.66%
2024,9,G004,GRUPO TELEVISA,0.25%
2024,9,C804,GRUPO WALMART,11.44%
2024,9,C732,GURUCOMM,0.00%
2024,9,C717,IENTC,0.01%
2024,9,C473,MARKETING 358,0.00%
2024,9,G008,MEGACABLE-MCM,0.39%
2024,9,C737,MIIO,0.00%
2024,9,C818,MOBIG,0.00%
2024,9,C729,NETWEY,0.01%
2024,9,C751,NEWWW,0.49%
2024,9,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,9,C807,RED DOG,0.00%
2024,9,C646,REDPHONE,0.03%
2024,9,C753,ROCKETEL,0.10%
2024,9,C485,SERVITRON,0.01%
2024,9,G003,TELEFÓNICA,7.23%
2024,9,C080,TELMOVIL,0.03%
2024,9,C775,VASANTA,0.01%
2024,9,C629,VIRGIN MOBILE,0.70%
2024,9,C656,WEEX,0.04%
2024,9,C758,WIMOTELECOM,0.02%
2024,9,C984,YO SOY BIENESTAR,0.00%
2024,9,C747,YOBI TELECOM,0.11%
2024,10,C746,ADDINTELI,0.01%
2024,10,C020,ALESTRA,0.00%
2024,10,G006,AMÉRICA MÓVIL,60.84%
2024,10,G007,AT&T,15.43%
2024,10,C805,AXIOS MOBILE,0.01%
2024,10,C647,BENELEIT MOVIL,0.01%
2024,10,C551,BIEN CEL,0.00%
2024,10,C511,BROMOVIL,0.02%
2024,10,C644,BUENO CELL,0.02%
2024,10,C806,CELFI,0.00%
2024,10,C816,CONECTA2,0.00%
2024,10,G253,COPPEL,0.00%
2024,10,C590,COSMOCABLE,0.00%
2024,10,C730,EDILAR,0.05%
2024,10,C709,FREEDOMPOP,1.64%
2024,10,C794,GAMERS,0.00%
2024,10,C070,GRUPO BALESIA,0.00%
2024,10,C584,GRUPO SALINAS,0.60%
2024,10,G004,GRUPO TELEVISA,0.24%
2024,10,C804,GRUPO WALMART,12.05%
2024,10,C732,GURUCOMM,0.00%
2024,10,C717,IENTC,0.01%
2024,10,G008,MEGACABLE-MCM,0.40%
2024,10,C737,MIIO,0.00%
2024,10,C818,MOBIG,0.00%
2024,10,C729,NETWEY,0.01%
2024,10,C751,NEWWW,0.49%
2024,10,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,10,C807,RED DOG,0.00%
2024,10,C646,REDPHONE,0.02%
2024,10,C753,ROCKETEL,0.09%
2024,10,C485,SERVITRON,0.01%
2024,10,G003,TELEFÓNICA,7.16%
2024,10,C080,TELMOVIL,0.03%
2024,10,C775,VASANTA,0.01%
2024,10,C629,VIRGIN MOBILE,0.69%
2024,10,C656,WEEX,0.04%
2024,10,C758,WIMOTELECOM,0.00%
2024,10,C984,YO SOY BIENESTAR,0.00%
2024,10,C747,YOBI TELECOM,0.11%
2024,11,C746,ADDINTELI,0.01%
2024,11,C020,ALESTRA,0.00%
2024,11,G006,AMÉRICA MÓVIL,60.30%
2024,11,G007,AT&T,15.36%
2024,11,C805,AXIOS MOBILE,0.01%
2024,11,C647,BENELEIT MOVIL,0.01%
2024,11,C551,BIEN CEL,0.00%
2024,11,C511,BROMOVIL,0.01%
2024,11,C644,BUENO CELL,0.02%
2024,11,C806,CELFI,0.00%
2024,11,C816,CONECTA2,0.00%
2024,11,G253,COPPEL,0.01%
2024,11,C590,COSMOCABLE,0.00%
2024,11,C730,EDILAR,0.05%
2024,11,C709,FREEDOMPOP,1.58%
2024,11,C794,GAMERS,0.00%
2024,11,C070,GRUPO BALESIA,0.00%
2024,11,C584,GRUPO SALINAS,0.61%
2024,11,G004,GRUPO TELEVISA,0.25%
2024,11,C804,GRUPO WALMART,12.81%
2024,11,C732,GURUCOMM,0.00%
2024,11,C717,IENTC,0.02%
2024,11,G008,MEGACABLE-MCM,0.40%
2024,11,C737,MIIO,0.00%
2024,11,C818,MOBIG,0.00%
2024,11,C729,NETWEY,0.01%
2024,11,C751,NEWWW,0.50%
2024,11,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,11,C807,RED DOG,0.00%
2024,11,C646,REDPHONE,0.02%
2024,11,C753,ROCKETEL,0.08%
2024,11,C485,SERVITRON,0.01%
2024,11,G003,TELEFÓNICA,7.05%
2024,11,C080,TELMOVIL,0.03%
2024,11,C775,VASANTA,0.01%
2024,11,C629,VIRGIN MOBILE,0.69%
2024,11,C656,WEEX,0.04%
2024,11,C758,WIMOTELECOM,0.00%
2024,11,C984,YO SOY BIENESTAR,0.00%
2024,11,C747,YOBI TELECOM,0.11%
2024,12,C746,ADDINTELI,0.01%
2024,12,C020,ALESTRA,0.00%
2024,12,G006,AMÉRICA MÓVIL,59.71%
2024,12,G007,AT&T,15.40%
2024,12,C805,AXIOS MOBILE,0.01%
2024,12,C647,BENELEIT MOVIL,0.01%
2024,12,C551,BIEN CEL,0.00%
2024,12,C511,BROMOVIL,0.01%
2024,12,C644,BUENO CELL,0.01%
2024,12,C806,CELFI,0.00%
2024,12,C816,CONECTA2,0.00%
2024,12,G253,COPPEL,0.01%
2024,12,C590,COSMOCABLE,0.00%
2024,12,C730,EDILAR,0.05%
2024,12,C709,FREEDOMPOP,1.57%
2024,12,C794,GAMERS,0.00%
2024,12,C584,GRUPO SALINAS,0.61%
2024,12,G004,GRUPO TELEVISA,0.25%
2024,12,C804,GRUPO WALMART,13.43%
2024,12,C732,GURUCOMM,0.00%
2024,12,C717,IENTC,0.02%
2024,12,G008,MEGACABLE-MCM,0.41%
2024,12,C818,MOBIG,0.00%
2024,12,C729,NETWEY,0.01%
2024,12,C751,NEWWW,0.51%
2024,12,C465,R&R NEGOCIOS ALTERNOS,0.00%
2024,12,C807,RED DOG,0.00%
2024,12,C646,REDPHONE,0.03%
2024,12,C753,ROCKETEL,0.08%
2024,12,C485,SERVITRON,0.01%
2024,12,G003,TELEFÓNICA,6.98%
2024,12,C080,TELMOVIL,0.03%
2024,12,C775,VASANTA,0.01%
2024,12,C629,VIRGIN MOBILE,0.70%
2024,12,C656,WEEX,0.03%
2024,12,C758,WIMOTELECOM,0.00%
2024,12,C984,YO SOY BIENESTAR,0.00%
2024,12,C747,YOBI TELECOM,0.11%
